Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,Sasha Scene,Sasha Function,Sasha Notes,#REF!,,,,,,,,,,,,,lpp_8
16,-,,,,,,,,,,,,,,,,,,,,,,,,
17,but,,,,,,,,,,,,,,,,,,,,,,,,
18,how,,,,,,,,,,,,,,,,,,,,,,,,
19,moving,,,,,,,,,,,,,,,,,,,,,,,,
20,-,,,,,,,,,,,,,,,,,,,,,,,,
21,-,,,,,,,,,,,,,,,,,,,,,,,,
22,and,,,,,,,,,,,,,,,,,,,,,,,,
23,exciting,,,,,,,,,,,,,,,,,,,,,,,,
24,-,,,,,,,,,,,,,,,,,,,,,,,,
25,-,,,,,,,,,,,,,,,,,,,,,,,,
26,she,,,,,,,this chapter is weird,,,,,,,,,,,,,,,,,
27,was,,,,,,,,,,,,,,,,,,,,,,,,
28,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.394,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,think,,,,,,,,,,,,,,,,,,,,,,,,
4,it,,,,,,,,,,,,,,,,,,,,,,,,
5,is,,,,,,,,,,,,,,,,,,,,,,,,
6,time,,,,,,,,,,,,,,,,,,,,,,,,
7,for,*,,,*Q*,Purpose,Purpose,"unsure but xposition has ""time for an upgrade""",Purpose,Purpose,?,,,,,,,,,,,,,,
8,breakfast,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,she,,,,,,,,,,,,,,,,,,,,,,,,
12,added,,,,,,,,,,,,,,,,,,,,,,,,
13,an,,,,,,,,,,,,,,,,,,,,,,,,
14,instant,,,,,,,,,,,,,,,,,,,,,,,,
15,later,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.395,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,If,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,would,,,,,,,,,,,,,,,,,,,,,,,,
5,have,,,,,,,,,,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,kindness,,,,,,,,,,,,,,,,,,,,,,,,
8,to,*,`i,`i,,Purpose,Purpose,or is this suffiency,Purpose,Purpose,,,,,,,,,,,,,,,
9,think,,,,,,,,,,,,,,,,,,,,,,,,
10,of,,Topic,Topic,,,,,,,,,,,,,,,,,,,,,
11,my,*,Experiencer,Gestalt,,Topic,Topic,,Gestalt,Gestalt,,,,,,,,,,,,,,,
12,needs,,,,,,,,,,,,,,,,,,,,,,,,
13,-,,,,,,,,,,,,,,,,,,,,,,,,
14,-,,,,,,,,,,,,,,,,,,,,,,,,
15,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.396,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,little,,,,,,,,,,,,,,,,,,,,,,,,
4,prince,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,completely,,,,,,,,,,,,,,,,,,,,,,,,
7,abashed,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,went,,,,,,,,,,,,,,,,,,,,,,,,
10,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
11,look,,,,,,,,,,,,,,,,,,,,,,,,
12,for,*,Theme,Theme,,Theme,Theme,,Theme,Theme,,,,,,,,,,,,,,,
13,a,,,,,,,,,,,,,,,,,,,,,,,,
14,sprinkling,,,,,,,,,,,,,,,,,,,,,,,,
15,-,,,,,,,,,,,,,,,,,,,,,,,,
16,can,,,,,,,,,,,,,,,,,,,,,,,,
17,of,*,Characteristic,Stuff,,Characteristic,Stuff,Stuff is my favourite supersense because it has a quality name,Characteristic,Characteristic,,,,,,,,,,,,,,,
18,fresh,,,,,,,,,,,,,,,,,,,,,,,,
19,water,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.397,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,he,,,,,,,,,,,,,,,,,,,,,,,,
4,tended,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,flower,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.398,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,too,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,she,,,,,,,,,,,,,,,,,,,,,,,,
6,began,,,,,,,,,,,,,,,,,,,,,,,,
7,very,,,,,,,,,,,,,,,,,,,,,,,,
8,quickly,,,,,,,,,,,,,,,,,,,,,,,,
9,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
10,torment,,,,,,,,,,,,,,,,,,,,,,,,
11,him,,,,,,,,,,,,,,,,,,,,,,,,
12,with,*,Instrument,Instrument,,Instrument,Instrument,if vanity is an action then it could be Means,Instrument,Instrument,,,,,,,,,,,,,,,
13,her,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
14,vanity,,,,,,,,,,,,,,,,,,,,,,,,
15,-,,,,,,,,,,,,,,,,,,,,,,,,
16,-,,,,,,,,,,,,,,,,,,,,,,,,
17,which,,,,,,,,,,,,,,,,,,,,,,,,
18,was,,,,,,,,,,,,,,,,,,,,,,,,
19,",",,,,,,,,,,,,,,,,,,,,,,,,
20,if,,,,,,,,,,,,,,,,,,,,,,,,
21,the,,,,,,,,,,,,,,,,,,,,,,,,
22,truth,,,,,,,,,,,,,,,,,,,,,,,,
23,be,,,,,,,,,,,,,,,,,,,,,,,,
24,known,,,,,,,,,,,,,,,,,,,,,,,,
25,",",,,,,,,,,,,,,,,,,,,,,,,,
26,a,,,,,,,,,,,,,,,,,,,,,,,,
27,little,,,,,,,,,,,,,,,,,,,,,,,,
28,difficult,,,,,,,,,,,,,,,,,,,,,,,,
29,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
30,deal,,,,,,,,,,,,,,,,,,,,,,,,
31,with,,,,,,,,,,,,,,,,,,,,,,,,
32,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.399,,,,,,,,,,,,,,,,,,,,,,,,,
1,One,,,,,,,,,,,,,,,,,,,,,,,,
2,day,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,for,,,,,,,,,,,,,,,,,,,,,,,,
5,instance,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,when,,,,,,,,,,,,,,,,,,,,,,,,
8,she,,,,,,,,,,,,,,,,,,,,,,,,
9,was,,,,,,,,,,,,,,,,,,,,,,,,
10,speaking,,,,,,,,,,,,,,,,,,,,,,,,
11,of,*,Topic,Topic,,Topic,Topic,,Topic,Topic,,,,,,,,,,,,,,,
12,her,*,Whole,Gestalt,,Whole,Whole,,Whole,Gestalt,,,,,,,,,,,,,,,
13,four,,,,,,,,,,,,,,,,,,,,,,,,
14,thorns,,,,,,,,,,,,,,,,,,,,,,,,
15,",",,,,,,,,,,,,,,,,,,,,,,,,
16,she,,,,,,,,,,,,,,,,,,,,,,,,
17,said,,,,,,,,,,,,,,,,,,,,,,,,
18,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
19,the,,,,,,,,,,,,,,,,,,,,,,,,
20,little,,,,,,,,,,,,,,,,,,,,,,,,
21,prince,,,,,,,,,,,,,,,,,,,,,,,,
22,:,,,,,,,,,,,,,,,,,,,,,,,,
23,"""",,,,,,,,,,,,,,,,,,,,,,,,
24,Let,,,,,,,,,,,,,,,,,,,,,,,,
25,the,,,,,,,,,,,,,,,,,,,,,,,,
26,tigers,,,,,,,,,,,,,,,,,,,,,,,,
27,come,,,,,,,,,,,,,,,,,,,,,,,,
28,with,,Manner,Manner,,,,,,,,,,,,,,,,,,,,,
29,their,*,Whole,Gestalt,,Whole,Whole,,Whole,Gestalt,,,,,,,,,,,,,,,
30,claws,,,,,,,,,,,,,,,,,,,,,,,,
31,!,,,,,,,,,,,,,,,,,,,,,,,,
32,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.400,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,There,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,no,,,,,,,,,,,,,,,,,,,,,,,,
5,tigers,,,,,,,,,,,,,,,,,,,,,,,,
6,on,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
7,my,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
8,planet,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,little,,,,,,,,,,,,,,,,,,,,,,,,
13,prince,,,,,,,,,,,,,,,,,,,,,,,,
14,objected,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.401,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,And,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,anyway,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,tigers,,,,,,,,,,,,,,,,,,,,,,,,
7,do,,,,,,,,,,,,,,,,,,,,,,,,
8,not,,,,,,,,,,,,,,,,,,,,,,,,
9,eat,,,,,,,,,,,,,,,,,,,,,,,,
10,weeds,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.402,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,am,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,weed,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,flower,,,,,,,,,,,,,,,,,,,,,,,,
11,replied,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,sweetly,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.403,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Please,,,,,,,,,,,,,,,,,,,,,,,,
3,excuse,,,,,,,,,,,,,,,,,,,,,,,,
4,me,,,,,,,,,,,,,,,,,,,,,,,,
5,...,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.404,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,am,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,at,1:1**,Extent,Extent,,Extent,Extent,,,,,,,,,,,,,,,,,,
6,all,1:2,,,,,,,,,,,,,,,,,,,,,,,
7,afraid,,,,,,,,,,,,,,,,,,,,,,,,
8,of,*,Stimulus,Topic,,Stimulus,Topic,,Stimulus,Topic,idkidk,,,,,,,,,,,,,,
9,tigers,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
12,she,,,,,,,,,,,,,,,,,,,,,,,,
13,went,,,,,,,,,,,,,,,,,,,,,,,,
14,on,,,,,,,,,,,,,,,,,,,,,,,,
15,",",,,,,,,,,,,,,,,,,,,,,,,,
16,"""",,,,,,,,,,,,,,,,,,,,,,,,
17,but,,,,,,,,,,,,,,,,,,,,,,,,
18,I,,,,,,,,,,,,,,,,,,,,,,,,
19,have,,,,,,,,,,,,,,,,,,,,,,,,
20,a,,,,,,,,,,,,,,,,,,,,,,,,
21,horror,,,,,,,,,,,,,,,,,,,,,,,,
22,of,*,Stimulus,Topic,,Stimulus,Topic,,Stimulus,Topic,,,,,,,,,,,,,,,
23,drafts,,,,,,,,,,,,,,,,,,,,,,,,
24,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.405,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,suppose,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,would,,,,,,,,,,,,,,,,,,,,,,,,
5,n't,,,,,,,,,,,,,,,,,,,,,,,,
6,have,,,,,,,,,,,,,,,,,,,,,,,,
7,a,,,,,,,,,,,,,,,,,,,,,,,,
8,screen,,,,,,,,,,,,,,,,,,,,,,,,
9,for,*,Beneficiary,Beneficiary,,Beneficiary,Beneficiary,,Beneficiary,Beneficiary,,,,,,,,,,,,,,,
10,me,,,,,,,,,,,,,,,,,,,,,,,,
11,?,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.406,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,A,,,,,,,,,,,,,,,,,,,,,,,,
3,horror,,,,,,,,,,,,,,,,,,,,,,,,
4,of,*,Stimulus,Topic,,Stimulus,Topic,,Stimulus,Topic,,,,,,,,,,,,,,,
5,drafts,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,that,,,,,,,,,,,,,,,,,,,,,,,,
9,is,,,,,,,,,,,,,,,,,,,,,,,,
10,bad,,,,,,,,,,,,,,,,,,,,,,,,
11,luck,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,for,*,Beneficiary,Beneficiary,,Beneficiary,Beneficiary,how does his planet have an atmosphere tho,Circumstance,Circumstance,,,,,,,,,,,,,,,
14,a,,,,,,,,,,,,,,,,,,,,,,,,
15,plant,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,"""",,,,,,,,,,,,,,,,,,,,,,,,
18,remarked,,,,,,,,,,,,,,,,,,,,,,,,
19,the,,,,,,,,,,,,,,,,,,,,,,,,
20,little,,,,,,,,,,,,,,,,,,,,,,,,
21,prince,,,,,,,,,,,,,,,,,,,,,,,,
22,",",,,,,,,,,,,,,,,,,,,,,,,,
23,and,,,,,,,,,,,,,,,,,,,,,,,,
24,added,,,,,,,,,,,,,,,,,,,,,,,,
25,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
26,himself,,,,,,,,,,,,,,,,,,,,,,,,
27,",",,,,,,,,,,,,,,,,,,,,,,,,
28,"""",,,,,,,,,,,,,,,,,,,,,,,,
29,This,,,,,,,,,,,,,,,,,,,,,,,,
30,flower,,,,,,,,,,,,,,,,,,,,,,,,
31,is,,,,,,,,,,,,,,,,,,,,,,,,
32,a,,,,,,,,,,,,,,,,,,,,,,,,
33,very,,,,,,,,,,,,,,,,,,,,,,,,
34,complex,,,,,,,,,,,,,,,,,,,,,,,,
35,creature,,,,,,,,,,,,,,,,,,,,,,,,
36,...,,,,,,,,,,,,,,,,,,,,,,,,
37,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.407,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,At,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
3,night,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,want,,,,,,,,,,,,,,,,,,,,,,,,
6,you,,,,,,,,,,,,,,,,,,,,,,,,
7,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
8,put,,,,,,,,,,,,,,,,,,,,,,,,
9,me,,,,,,,,,,,,,,,,,,,,,,,,
10,under,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
11,a,,,,,,,,,,,,,,,,,,,,,,,,
12,glass,,,,,,,,,,,,,,,,,,,,,,,,
13,globe,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.408,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,very,,,,,,,,,,,,,,,,,,,,,,,,
4,cold,,,,,,,,,,,,,,,,,,,,,,,,
5,where,,,,,,,,,,,,,,,,,,,,,,,,
6,you,,,,,,,,,,,,,,,,,,,,,,,,
7,live,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.409,,,,,,,,,,,,,,,,,,,,,,,,,
1,In,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,place,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,came,,,,,,,,,,,,,,,,,,,,,,,,
6,from,*,Source,Source,,Source,Source,,Source,Source,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,-,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.410,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,she,,,,,,,,,,,,,,,,,,,,,,,,
3,interrupted,,,,,,,,,,,,,,,,,,,,,,,,
4,herself,,,,,,,,,,,,,,,,,,,,,,,,
5,at,,Time,Time,,Time,Time,,,,,,,,,,,,,,,,,,
6,that,,,,,,,,,,,,,,,,,,,,,,,,
7,point,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.411,,,,,,,,,,,,,,,,,,,,,,,,,
1,She,,,,,,,,,,,,,,,,,,,,,,,,
2,had,,,,,,,,,,,,,,,,,,,,,,,,
3,come,,,,,,,,,,,,,,,,,,,,,,,,
4,in,,Characteristic,Locus,,Characteristic,Locus,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,form,,,,,,,,,,,,,,,,,,,,,,,,
7,of,*,Identity,Identity,,Gestalt,Gestalt,,Characteristic,Identity,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,seed,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.412,,,,,,,,,,,,,,,,,,,,,,,,,
1,She,,,,,,,,,,,,,,,,,,,,,,,,
2,could,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,known,,,,,,,,,,,,,,,,,,,,,,,,
6,anything,,,,,,,,,,,,,,,,,,,,,,,,
7,of,*,Topic,Topic,,Topic,Topic,,Topic,Topic,,,,,,,,,,,,,,,
8,any,,,,,,,,,,,,,,,,,,,,,,,,
9,other,,,,,,,,,,,,,,,,,,,,,,,,
10,worlds,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.413,,,,,,,,,,,,,,,,,,,,,,,,,
1,Embarassed,,,,,,,,,,,,,,,,,,,,,,,,
2,over,*,Stimulus,Topic,,Stimulus,Direction,disappointed/upset/etc. over,Stimulus,Topic,,,,,,,,,,,,,,,
3,having,,,,,,,,,,,,,,,,,,,,,,,,
4,let,,,,,,,,,,,,,,,,,,,,,,,,
5,herself,,,,,,,,,,,,,,,,,,,,,,,,
6,be,,,,,,,,,,,,,,,,,,,,,,,,
7,caught,,,,,,,,,,,,,,,,,,,,,,,,
8,on,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,verge,,,,,,,,,,,,,,,,,,,,,,,,
11,of,*,Whole,Whole,,Whole,Whole,"verge means edge so literally speaking... maybe ""on the verge of"" is an MWE NONSNACS",Gestalt,Gestalt,uhhh,,,,,,,,,,,,,,
12,such,,,,,,,,,,,,,,,,,,,,,,,,
13,a,,,,,,,,,,,,,,,,,,,,,,,,
14,naïve,,,,,,,,,,,,,,,,,,,,,,,,
15,untruth,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,she,,,,,,,,,,,,,,,,,,,,,,,,
18,coughed,,,,,,,,,,,,,,,,,,,,,,,,
19,two,,,,,,,,,,,,,,,,,,,,,,,,
20,or,,,,,,,,,,,,,,,,,,,,,,,,
21,three,,,,,,,,,,,,,,,,,,,,,,,,
22,times,,,,,,,,,,,,,,,,,,,,,,,,
23,",",,,,,,,,,,,,,,,,,,,,,,,,
24,in,*,Purpose,Purpose,MWE,Purpose,Purpose,MWE; if it's a test for Purpose it should be an MWE right,`d,`d,MWE,,,,,,,,,,,,,,
25,order,,_,_,MWE,,,MWE,_,_,MWE,,,,,,,,,,,,,,
26,to,,_,_,MWE,,,MWE,,,,,,,,,,,,,,,,,
27,put,,,,,,,,,,,,,,,,,,,,,,,,
28,the,,,,,,,,,,,,,,,,,,,,,,,,
29,little,,,,,,,,,,,,,,,,,,,,,,,,
30,prince,,,,,,,,,,,,,,,,,,,,,,,,
31,in,*,Goal,Locus,,Characteristic,Locus,but it's also an end state,Locus,Locus,"(we've done ""on the right side before"" and i THINK we decided on locus but idr)",,,,,,,,,,,,,,
32,the,,,,,,,,,,,,,,,,,,,,,,,,
33,wrong,,,,,,,,,,,,,,,,,,,,,,,,
34,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.414,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,The,,,,,,,,,,,,,,,,,,,,,,,,
3,screen,,,,,,,,,,,,,,,,,,,,,,,,
4,?,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.415,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,was,,,,,,,,,,,,,,,,,,,,,,,,
4,just,,,,,,,,,,,,,,,,,,,,,,,,
5,going,,,,,,,,,,,,,,,,,,,,,,,,
6,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
7,look,,,,,,,,,,,,,,,,,,,,,,,,
8,for,*,Theme,Theme,,Theme,Theme,,Theme,Theme,,,,,,,,,,,,,,,
9,it,,,,,,,,,,,,,,,,,,,,,,,,
10,when,,,,,,,,,,,,,,,,,,,,,,,,
11,you,,,,,,,,,,,,,,,,,,,,,,,,
12,spoke,,,,,,,,,,,,,,,,,,,,,,,,
13,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
14,me,,,,,,,,,,,,,,,,,,,,,,,,
15,...,,,,,,,,,,,,,,,,,,,,,,,,
16,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.416,,,,,,,,,,,,,,,,,,,,,,,,,
1,Then,,,,,,,,,,,,,,,,,,,,,,,,
2,she,,,,,,,,,,,,,,,,,,,,,,,,
3,forced,,,,,,,,,,,,,,,,,,,,,,,,
4,her,*,Originator,Gestalt,,Originator,Gestalt,her cough => cough that she produced? like her words,Originator,Gestalt,(does this count),,,,,,,,,,,,,,
5,cough,,,,,,,,,,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,little,,,,,,,,,,,,,,,,,,,,,,,,
8,more,,,,,,,,,,,,,,,,,,,,,,,,
9,so,,,,,,,,,,,,,,,,,,,,,,,,
10,that,,,,,,,,,,,,,,,,,,,,,,,,
11,he,,,,,,,,,,,,,,,,,,,,,,,,
12,should,,,,,,,,,,,,,,,,,,,,,,,,
13,suffer,,,,,,,,,,,,,,,,,,,,,,,,
14,from,*,Stimulus,Source,,Stimulus,Source,compare (200) suffered from polio => Causer~Source,Stimulus,Causer,,,,,,,,,,,,,,,
15,remorse,,,,,,,,,,,,,,,,,,,,,,,,
16,just,,,,,,,,,,,,,,,,,,,,,,,,
17,the,,,,,,,,,,,,,,,,,,,,,,,,
18,same,,,,,,,,,,,,,,,,,,,,,,,,
19,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.417,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,little,,,,,,,,,,,,,,,,,,,,,,,,
4,prince,,,,,,,,,,,,,,,,,,,,,,,,
