Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,,,,,,,,,,,,,,lpp_15
2,asks,,,,,,,,,,,,,,,,,,,,,,,,
3,them,,,,,,,,,,,,,,,,,,,,,,,,
4,questions,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,and,,,,,,,,,,,,,,,,,,,,,,,,
7,he,,,,,,,,,,,,,,,,,,,,,,,,
8,notes,,,,,,,,,,,,,,,,,,,,,,,,
9,down,,,,,,,,,,,,,,,,,,,,,,,,
10,what,,,,,,,,,,,,,,,,,,,,,,,,
11,they,,,,,,,,,,,,,,,,,,,,,,,,
12,recall,,,,,,,,,,,,,,,,,,,,,,,,
13,of,*,Topic,Topic,,Topic,Identity,?,Topic,Topic,,,,,,,,,,,,,,,
14,their,*,Theme,Gestalt,,Theme,Gestalt,[494],Theme,Gestalt,[494],,,,,,,,,,,,,,
15,travels,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.860,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,if,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,recollections,,,,,,,,,,,,,,,,,,,,,,,,
5,of,*,Experiencer,Gestalt,,Experiencer,Gestalt,,Topic,Topic,,,,,,,,,,,,,,,
6,any,,,,,,,,,,,,,,,,,,,,,,,,
7,one,,,,,,,,,,,,,,,,,,,,,,,,
8,among,*,Whole,Whole,,Whole,Whole,,Whole,Whole,,,,,,,,,,,,,,,
9,them,,,,,,,,,,,,,,,,,,,,,,,,
10,seem,,,,,,,,,,,,,,,,,,,,,,,,
11,interesting,,,,,,,,,,,,,,,,,,,,,,,,
12,to,*,Experiencer,Goal,,Experiencer,Goal,,Experiencer,Goal,,,,,,,,,,,,,,,
13,him,,,,,,,,,,,,,,,,,,,,,,,,
14,",",,,,,,,,,,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,geographer,,,,,,,,,,,,,,,,,,,,,,,,
17,orders,,,,,,,,,,,,,,,,,,,,,,,,
18,an,,,,,,,,,,,,,,,,,,,,,,,,
19,inquiry,,,,,,,,,,,,,,,,,,,,,,,,
20,into,*,Topic,Goal,,Topic,Goal,,Topic,Goal,,,,,,,,,,,,,,,
21,that,,,,,,,,,,,,,,,,,,,,,,,,
22,explorer,,,,,,,,,,,,,,,,,,,,,,,,
23,'s,,Gestalt,Gestalt,,Gestalt,Gestalt,why would this not be marked!,,,,,,,,,,,,,,,,,
24,moral,,,,,,,,,,,,,,,,,,,,,,,,
25,character,,,,,,,,,,,,,,,,,,,,,,,,
26,.,,,,,,,,,,,,,,,,,,,,,,,,
27,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.861,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Why,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.862,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Because,,,,,,,,,,,,,,,,,,,,,,,,
3,an,,,,,,,,,,,,,,,,,,,,,,,,
4,explorer,,,,,,,,,,,,,,,,,,,,,,,,
5,who,,,,,,,,,,,,,,,,,,,,,,,,
6,told,,,,,,,,,,,,,,,,,,,,,,,,
7,lies,,,,,,,,,,,,,,,,,,,,,,,,
8,would,,,,,,,,,,,,,,,,,,,,,,,,
9,bring,,,,,,,,,,,,,,,,,,,,,,,,
10,disaster,,,,,,,,,,,,,,,,,,,,,,,,
11,on,*,Theme,Theme,,Goal,Locus,,Theme,Theme,"I think it's behaving like ""bring disaster upon""",,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,books,,,,,,,,,,,,,,,,,,,,,,,,
14,of,*,Originator,Gestalt,,Possessor,Possessor,,Originator,Gestalt,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,geographer,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.863,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,would,,,,,,,,,,,,,,,,,,,,,,,,
3,an,,,,,,,,,,,,,,,,,,,,,,,,
4,explorer,,,,,,,,,,,,,,,,,,,,,,,,
5,who,,,,,,,,,,,,,,,,,,,,,,,,
6,drank,,,,,,,,,,,,,,,,,,,,,,,,
7,too,,,,,,,,,,,,,,,,,,,,,,,,
8,much,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.864,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Why,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,asked,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,little,,,,,,,,,,,,,,,,,,,,,,,,
10,prince,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.865,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Because,,,,,,,,,,,,,,,,,,,,,,,,
3,intoxicated,,,,,,,,,,,,,,,,,,,,,,,,
4,men,,,,,,,,,,,,,,,,,,,,,,,,
5,see,,,,,,,,,,,,,,,,,,,,,,,,
6,double,,,,,,,,,,wat is going on,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.866,,,,,,,,,,,,,,,,,,,,,,,,,
1,Then,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,geographer,,,,,,,,,,,,,,,,,,,,,,,,
4,would,,,,,,,,,,,,,,,,,,,,,,,,
5,note,,,,,,,,,,,,,,,,,,,,,,,,
6,down,,,,,,,,,,,,,,,,,,,,,,,,
7,two,,,,,,,,,,,,,,,,,,,,,,,,
8,mountains,,,,,,,,,,,,,,,,,,,,,,,,
9,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
10,a,,,,,,,,,,,,,,,,,,,,,,,,
11,place,,,,,,,,,,,,,,,,,,,,,,,,
12,where,,,,,,,,,,,,,,,,,,,,,,,,
13,there,,,,,,,,,,,,,,,,,,,,,,,,
14,was,,,,,,,,,,,,,,,,,,,,,,,,
15,only,,,,,,,,,,,,,,,,,,,,,,,,
16,one,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
18,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.867,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,know,,,,,,,,,,,,,,,,,,,,,,,,
4,some,,,,,,,,,,,,,,,,,,,,,,,,
5,one,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,said,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,little,,,,,,,,,,,,,,,,,,,,,,,,
11,prince,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
14,who,,,,,,,,,,,,,,,,,,,,,,,,
15,would,,,,,,,,,,,,,,,,,,,,,,,,
16,make,,,,,,,,,,,,,,,,,,,,,,,,
17,a,,,,,,,,,,,,,,,,,,,,,,,,
18,bad,,,,,,,,,,,,,,,,,,,,,,,,
19,explorer,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
21,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.868,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,That,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,possible,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.869,,,,,,,,,,,,,,,,,,,,,,,,,
1,Then,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,when,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,moral,,,,,,,,,,,,,,,,,,,,,,,,
6,character,,,,,,,,,,,,,,,,,,,,,,,,
7,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,explorer,,,,,,,,,,,,,,,,,,,,,,,,
10,is,,,,,,,,,,,,,,,,,,,,,,,,
11,shown,,,,,,,,,,,,,,,,,,,,,,,,
12,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
13,be,,,,,,,,,,,,,,,,,,,,,,,,
14,good,,,,,,,,,,,,,,,,,,,,,,,,
15,",",,,,,,,,,,,,,,,,,,,,,,,,
16,an,,,,,,,,,,,,,,,,,,,,,,,,
17,inquiry,,,,,,,,,,,,,,,,,,,,,,,,
18,is,,,,,,,,,,,,,,,,,,,,,,,,
19,ordered,,,,,,,,,,,,,,,,,,,,,,,,
20,into,*,Topic,Goal,,Topic,Goal,,Topic,Goal,,,,,,,,,,,,,,,
21,his,*,Agent,Gestalt,,Experiencer,Gestalt,oh no philosophy,Agent,Gestalt,"I don't like this because discovering isn't volitional, but there's no better scene role",,,,,,,,,,,,,,
22,discovery,,,,,,,,,,,,,,,,,,,,,,,,
23,.,,,,,,,,,,,,,,,,,,,,,,,,
24,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.870,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,One,,,,,,,,,,,,,,,,,,,,,,,,
3,goes,,,,,,,,,,,,,,,,,,,,,,,,
4,to,,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
5,see,,,,,,,,,,,,,,,,,,,,,,,,
6,it,,,,,,,,,,,,,,,,,,,,,,,,
7,?,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.871,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,No,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.872,,,,,,,,,,,,,,,,,,,,,,,,,
1,That,,,,,,,,,,,,,,,,,,,,,,,,
2,would,,,,,,,,,,,,,,,,,,,,,,,,
3,be,,,,,,,,,,,,,,,,,,,,,,,,
4,too,,,,,,,,,,,,,,,,,,,,,,,,
5,complicated,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.873,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,one,,,,,,,,,,,,,,,,,,,,,,,,
3,requires,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,explorer,,,,,,,,,,,,,,,,,,,,,,,,
6,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
7,furnish,,,,,,,,,,,,,,,,,,,,,,,,
8,proofs,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.874,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,,,,,,,,,,,,,,,,,,,,,,,,
2,example,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,if,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,discovery,,,,,,,,,,,,,,,,,,,,,,,,
7,in,*,Characteristic,Locus,,Characteristic,Locus,,Characteristic,Locus,the discovery is in the state of being questioned,,,,,,,,,,,,,,
8,question,,,,,,,,,,,,,,,,,,,,,,,,
9,is,,,,,,,,,,,,,,,,,,,,,,,,
10,that,,,,,,,,,,,,,,,,,,,,,,,,
11,of,*,Topic,Topic,,Gestalt,Gestalt,,Topic,Topic,,,,,,,,,,,,,,,
12,a,,,,,,,,,,,,,,,,,,,,,,,,
13,large,,,,,,,,,,,,,,,,,,,,,,,,
14,mountain,,,,,,,,,,,,,,,,,,,,,,,,
15,",",,,,,,,,,,,,,,,,,,,,,,,,
16,one,,,,,,,,,,,,,,,,,,,,,,,,
17,requires,,,,,,,,,,,,,,,,,,,,,,,,
18,that,,,,,,,,,,,,,,,,,,,,,,,,
19,large,,,,,,,,,,,,,,,,,,,,,,,,
20,stones,,,,,,,,,,,,,,,,,,,,,,,,
21,be,,,,,,,,,,,,,,,,,,,,,,,,
22,brought,,,,,,,,,,,,,,,,,,,,,,,,
23,back,,,,,,,,,,,,,,,,,,,,,,,,
24,from,*,Source,Source,,Source,Source,,Source,Source,,,,,,,,,,,,,,,
25,it,,,,,,,,,,,,,,,,,,,,,,,,
26,.,,,,,,,,,,,,,,,,,,,,,,,,
27,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.875,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,geographer,,,,,,,,,,,,,,,,,,,,,,,,
3,was,,,,,,,,,,,,,,,,,,,,,,,,
4,suddenly,,,,,,,,,,,,,,,,,,,,,,,,
5,stirred,,,,,,,,,,,,,,,,,,,,,,,,
6,to,*,Goal,Goal,,Goal,Goal,,Goal,Locus,final state,,,,,,,,,,,,,,
7,excitement,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.876,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,But,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,you,,,,,,,,,,,,,,,,,,,,,,,,
7,come,,,,,,,,,,,,,,,,,,,,,,,,
8,from,*,Source,Source,,Source,Source,,Source,Source,,,,,,,,,,,,,,,
9,far,,,,,,,,,,,,,,,,,,,,,,,,
10,away,*,NONSNACS,NONSNACS,,NONSNACS,NONSNACS,I think that's what we decided?,,,this doesn't do anything!,,,,,,,,,,,,,,
11,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.877,,,,,,,,,,,,,,,,,,,,,,,,,
1,You,,,,,,,,,,,,,,,,,,,,,,,,
2,are,,,,,,,,,,,,,,,,,,,,,,,,
3,an,,,,,,,,,,,,,,,,,,,,,,,,
4,explorer,,,,,,,,,,,,,,,,,,,,,,,,
5,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.878,,,,,,,,,,,,,,,,,,,,,,,,,
1,You,,,,,,,,,,,,,,,,,,,,,,,,
2,shall,,,,,,,,,,,,,,,,,,,,,,,,
3,describe,,,,,,,,,,,,,,,,,,,,,,,,
4,your,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
5,planet,,,,,,,,,,,,,,,,,,,,,,,,
6,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
7,me,,,,,,,,,,,,,,,,,,,,,,,,
8,!,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.879,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,having,,,,,,,,,,,,,,,,,,,,,,,,
4,opened,,,,,,,,,,,,,,,,,,,,,,,,
5,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
6,big,,,,,,,,,,,,,,,,,,,,,,,,
7,register,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,geographer,,,,,,,,,,,,,,,,,,,,,,,,
11,sharpened,,,,,,,,,,,,,,,,,,,,,,,,
12,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
13,pencil,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.880,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,recitals,,,,,,,,,,,,,,,,,,,,,,,,
3,of,*,Originator,Gestalt,,Originator,Gestalt,,Originator,Gestalt,,,,,,,,,,,,,,,
4,explorers,,,,,,,,,,,,,,,,,,,,,,,,
5,are,,,,,,,,,,,,,,,,,,,,,,,,
6,put,,,,,,,,,,,,,,,,,,,,,,,,
7,down,,,,,,,,,,,,,,,,,,,,,,,,
8,first,,,,,,,,,,,,,,,,,,,,,,,,
9,in,*,Manner,Manner,,Instrument,Locus,?,Manner,Manner,[167] I wrote Manner~Pencil at first lmao,,,,,,,,,,,,,,
10,pencil,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.881,,,,,,,,,,,,,,,,,,,,,,,,,
1,One,,,,,,,,,,,,,,,,,,,,,,,,
2,waits,,,,,,,,,,,,,,,,,,,,,,,,
3,until,*,EndTime,EndTime,,EndTime,EndTime,,EndTime,EndTime,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,explorer,,,,,,,,,,,,,,,,,,,,,,,,
6,has,,,,,,,,,,,,,,,,,,,,,,,,
7,furnished,,,,,,,,,,,,,,,,,,,,,,,,
8,proofs,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,before,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
11,putting,,,,,,,,,,,,,,,,,,,,,,,,
12,them,,,,,,,,,,,,,,,,,,,,,,,,
13,down,,,,,,,,,,,,,,,,,,,,,,,,
14,in,*,Manner,Manner,,Instrument,Locus,?,Manner,Manner,,,,,,,,,,,,,,,
15,ink,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.882,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Well,,,,,,,,,,,,,,,,,,,,,,,,
3,?,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
5,said,,,,,,,,,,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,geographer,,,,,,,,,,,,,,,,,,,,,,,,
8,expectantly,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.883,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Oh,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,where,,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,,,,,,,,,,,,,,,,,,,,,,
6,live,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,little,,,,,,,,,,,,,,,,,,,,,,,,
12,prince,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
15,it,,,,,,,,,,,,,,,,,,,,,,,,
16,is,,,,,,,,,,,,,,,,,,,,,,,,
17,not,,,,,,,,,,,,,,,,,,,,,,,,
18,very,,,,,,,,,,,,,,,,,,,,,,,,
19,interesting,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.884,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,all,,,,,,,,,,,,,,,,,,,,,,,,
4,so,,,,,,,,,,,,,,,,,,,,,,,,
5,small,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.885,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,have,,,,,,,,,,,,,,,,,,,,,,,,
3,three,,,,,,,,,,,,,,,,,,,,,,,,
4,volcanoes,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.886,,,,,,,,,,,,,,,,,,,,,,,,,
1,Two,,,,,,,,,,,,,,,,,,,,,,,,
2,volcanoes,,,,,,,,,,,,,,,,,,,,,,,,
3,are,,,,,,,,,,,,,,,,,,,,,,,,
4,active,,,,,,,,,,,,,,,,,,,,,,,,
5,and,,,,,,,,,,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,other,,,,,,,,,,,,,,,,,,,,,,,,
8,is,,,,,,,,,,,,,,,,,,,,,,,,
9,extinct,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.887,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,one,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,knows,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.888,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,One,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,knows,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,said,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,geographer,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.889,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,have,,,,,,,,,,,,,,,,,,,,,,,,
4,also,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,flower,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.890,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,We,,,,,,,,,,,,,,,,,,,,,,,,
3,do,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,record,,,,,,,,,,,,,,,,,,,,,,,,
6,flowers,,,,,,,:(,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,geographer,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.891,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Why,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.892,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,flower,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
