Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Sasha Scene,Sasha Function,Sasha Notes,#REF!,,,,,,,,,,,,,lpp_10
11,yawn,,,,,,,,,,,,,,,,,,,,,,,,
12,and,,,,,,,,,,,,,,,,,,,,,,,,
13,sometimes,,,,,,,,,,,,,,,,,,,,,,,,
14,to,*,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
15,-,,,,,,,,,,,,,,,,,,,,,,,,
16,-,,,,,,,,,,,,,,,,,,,,,,,,
17,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.510,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,sputtered,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,little,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,and,,,,,,,,,,,,,,,,,,,,,,,,
7,seemed,,,,,,,,,,,,,,,,,,,,,,,,
8,vexed,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.511,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,*,Explanation,Explanation,,Explanation,Explanation,,Explanation,Explanation,ig,,,,,,,,,,,,,,
2,what,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,king,,,,,,,,,,,,,,,,,,,,,,,,
5,fundamentally,,,,,,,,,,,,,,,,,,,,,,,,
6,insisted,,,,,,,,,,,,,,,,,,,,,,,,
7,upon,*,Topic,Topic,,Theme,Theme,,Topic,Topic,i think,,,,,,,,,,,,,,
8,was,,,,,,,,,,,,,,,,,,,,,,,,
9,that,,,,,,,,,,,,,,,,,,,,,,,,
10,his,*,Gestalt,Gestalt,,Gestalt,Gestalt,[334e],Possessor,Possessor,,,,,,,,,,,,,,,
11,authority,,,,,,,,,,,,,,,,,,,,,,,,
12,should,,,,,,,,,,,,,,,,,,,,,,,,
13,be,,,,,,,,,,,,,,,,,,,,,,,,
14,respected,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.512,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,tolerated,,,,,,,,,,,,,,,,,,,,,,,,
3,no,,,,,,,,,,,,,,,,,,,,,,,,
4,disobedience,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.513,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,an,,,,,,,,,,,,,,,,,,,,,,,,
4,absolute,,,,,,,,,,,,,,,,,,,,,,,,
5,monarch,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.514,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,because,,,,,,,,,,,,,,,,,,,,,,,,
4,he,,,,,,,,,,,,,,,,,,,,,,,,
5,was,,,,,,,,,,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,very,,,,,,,,,,,,,,,,,,,,,,,,
8,good,,,,,,,,,,,,,,,,,,,,,,,,
9,man,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,he,,,,,,,,,,,,,,,,,,,,,,,,
12,made,,,,,,,,,,,,,,,,,,,,,,,,
13,his,*,Originator,Gestalt,,Originator,Gestalt,,Originator,Gestalt,,,,,,,,,,,,,,,
14,orders,,,,,,,,,,,,,,,,,,,,,,,,
15,reasonable,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.515,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,If,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,ordered,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,general,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,he,,,,,,,,,,,,,,,,,,,,,,,,
10,would,,,,,,,,,,,,,,,,,,,,,,,,
11,say,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,by,1:1**,`d,`d,,Purpose,Purpose,pfffff,`d,`d,,,,,,,,,,,,,,,
14,way,1:2,,,,,,,,,,,,,,,,,,,,,,,
15,of,1:3,,,,,,,,,,,,,,,,,,,,,,,
16,example,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,"""",,,,,,,,,,,,,,,,,,,,,,,,
19,if,,,,,,,,,,,,,,,,,,,,,,,,
20,I,,,,,,,,,,,,,,,,,,,,,,,,
21,ordered,,,,,,,,,,,,,,,,,,,,,,,,
22,a,,,,,,,,,,,,,,,,,,,,,,,,
23,general,,,,,,,,,,,,,,,,,,,,,,,,
24,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
25,change,,,,,,,,,,,,,,,,,,,,,,,,
26,himself,,,,,,,,,,,,,,,,,,,,,,,,
27,into,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
28,a,,,,,,,,,,,,,,,,,,,,,,,,
29,sea,,,,,,,,,,,,,,,,,,,,,,,,
30,bird,,,,,,,,,,,,,,,,,,,,,,,,
31,",",,,,,,,,,,,,,,,,,,,,,,,,
32,and,,,,,,,,,,,,,,,,,,,,,,,,
33,if,,,,,,,,,,,,,,,,,,,,,,,,
34,the,,,,,,,,,,,,,,,,,,,,,,,,
35,general,,,,,,,,,,,,,,,,,,,,,,,,
36,did,,,,,,,,,,,,,,,,,,,,,,,,
37,not,,,,,,,,,,,,,,,,,,,,,,,,
38,obey,,,,,,,,,,,,,,,,,,,,,,,,
39,me,,,,,,,,,,,,,,,,,,,,,,,,
40,",",,,,,,,,,,,,,,,,,,,,,,,,
41,that,,,,,,,,,,,,,,,,,,,,,,,,
42,would,,,,,,,,,,,,,,,,,,,,,,,,
43,not,,,,,,,,,,,,,,,,,,,,,,,,
44,be,,,,,,,,,,,,,,,,,,,,,,,,
45,the,,,,,,,,,,,,,,,,,,,,,,,,
46,fault,,,,,,,,,,,,,,,,,,,,,,,,
47,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
48,the,,,,,,,,,,,,,,,,,,,,,,,,
49,general,,,,,,,,,,,,,,,,,,,,,,,,
50,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.516,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,would,,,,,,,,,,,,,,,,,,,,,,,,
3,be,,,,,,,,,,,,,,,,,,,,,,,,
4,my,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
5,fault,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.517,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,May,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,sit,,,,,,,,,,,,,,,,,,,,,,,,
5,down,,,,,,,,,,,,,,,,,,,,,,,,
6,?,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,came,,,,,,,,,,,,,,,,,,,,,,,,
9,now,,,,,,,,,,,,,,,,,,,,,,,,
10,a,,,,,,,,,,,,,,,,,,,,,,,,
11,timid,,,,,,,,,,,,,,,,,,,,,,,,
12,inquiry,,,,,,,,,,,,,,,,,,,,,,,,
13,from,*,Originator,Source,,Originator,Source,,Source,Source,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,little,,,,,,,,,,,,,,,,,,,,,,,,
16,prince,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.518,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,order,,,,,,,,,,,,,,,,,,,,,,,,
4,you,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
6,do,,,,,,,,,,,,,,,,,,,,,,,,
7,so,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,king,,,,,,,,,,,,,,,,,,,,,,,,
12,answered,,,,,,,,,,,,,,,,,,,,,,,,
13,him,,,,,,,,,,,,,,,,,,,,,,,,
14,",",,,,,,,,,,,,,,,,,,,,,,,,
15,and,,,,,,,,,,,,,,,,,,,,,,,,
16,majestically,,,,,,,,,,,,,,,,,,,,,,,,
17,gathered,,NONSNACS,NONSNACS,MWE,,,,,,,,,,,,,,,,,,,,
18,in,*,NONSNACS,NONSNACS,MWE,NONSNACS,NONSNACS,,Locus,Locus,,,,,,,,,,,,,,,
19,a,,,,,,,,,,,,,,,,,,,,,,,,
20,fold,,,,,,,,,,,,,,,,,,,,,,,,
21,of,*,Whole,Whole,,Stuff,Stuff,.....?,Whole,Whole,,,,,,,,,,,,,,,
22,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
23,ermine,,,,,,,,,,,,,,,,,,,,,,,,
24,mantle,,,,,,,,,,,,,,,,,,,,,,,,
25,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.519,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,little,,,,,,,,,,,,,,,,,,,,,,,,
4,prince,,,,,,,,,,,,,,,,,,,,,,,,
5,was,,,,,,,,,,,,,,,,,,,,,,,,
6,wondering,,,,,,,,,,,,,,,,,,,,,,,,
7,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.520,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,planet,,,,,,,,,,,,,,,,,,,,,,,,
3,was,,,,,,,,,,,,,,,,,,,,,,,,
4,tiny,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.521,,,,,,,,,,,,,,,,,,,,,,,,,
1,Over,*,ComparisonRef,Locus,*Q*,ComparisonRef,Locus,,Theme,Theme,im torn bc i feel like this could be a mwe but then the over is used on its own so i guess not,,,,,,,,,,,,,,
2,what,,,,,,,,,,,,,,,,,,,,,,,,
3,could,,,,,,,,,,,,,,,,,,,,,,,,
4,this,,,,,,,,,,,,,,,,,,,,,,,,
5,king,,,,,,,,,,,,,,,,,,,,,,,,
6,really,,,,,,,,,,,,,,,,,,,,,,,,
7,rule,,,,,,,,,,,,,,,,,,,,,,,,
8,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.522,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Sire,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
5,he,,,,,,,,,,,,,,,,,,,,,,,,
6,said,,,,,,,,,,,,,,,,,,,,,,,,
7,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
8,him,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,I,,,,,,,,,,,,,,,,,,,,,,,,
12,beg,,,,,,,,,,,,,,,,,,,,,,,,
13,that,,,,,,,,,,,,,,,,,,,,,,,,
14,you,,,,,,,,,,,,,,,,,,,,,,,,
15,will,,,,,,,,,,,,,,,,,,,,,,,,
16,excuse,,,,,,,,,,,,,,,,,,,,,,,,
17,my,*,Agent,Gestalt,,Agent,Gestalt,,`$,`$,see (525),,,,,,,,,,,,,,
18,asking,,,,,,,,,,,,,,,,,,,,,,,,
19,you,,,,,,,,,,,,,,,,,,,,,,,,
20,a,,,,,,,,,,,,,,,,,,,,,,,,
21,question,,,,,,,,,,,,,,,,,,,,,,,,
22,-,,,,,,,,,,,,,,,,,,,,,,,,
23,-,,,,,,,,,,,,,,,,,,,,,,,,
24,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.523,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,order,,,,,,,,,,,,,,,,,,,,,,,,
4,you,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
6,ask,,,,,,,,,,,,,,,,,,,,,,,,
7,me,,,,,,,,,,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,question,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,king,,,,,,,,,,,,,,,,,,,,,,,,
14,hastened,,,,,,,,,,,,,,,,,,,,,,,,
15,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
16,assure,,,,,,,,,,,,,,,,,,,,,,,,
17,him,,,,,,,,,,,,,,,,,,,,,,,,
18,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.524,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Sire,,,,,,,,,,,,,,,,,,,,,,,,
3,-,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,over,*,ComparisonRef,Locus,*Q*,ComparisonRef,Locus,,Theme,Theme,,,,,,,,,,,,,,,
6,what,,,,,,,,,,,,,,,,,,,,,,,,
7,do,,,,,,,,,,,,,,,,,,,,,,,,
8,you,,,,,,,,,,,,,,,,,,,,,,,,
9,rule,,,,,,,,,,,,,,,,,,,,,,,,
10,?,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.525,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Over,*,ComparisonRef,Locus,*Q*,ComparisonRef,Locus,,Theme,Theme,,,,,,,,,,,,,,,
3,everything,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
6,said,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,king,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,with,*,Manner,Manner,,Manner,Manner,,Manner,Manner,,,,,,,,,,,,,,,
11,magnificent,,,,,,,,,,,,,,,,,,,,,,,,
12,simplicity,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.526,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Over,,ComparisonRef,Locus,*Q*,ComparisonRef,Locus,wyd parser,Theme,Theme,,,,,,,,,,,,,,,
3,everything,,,,,,,,,,,,,,,,,,,,,,,,
4,?,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.527,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,king,,,,,,,,,,,,,,,,,,,,,,,,
3,made,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,gesture,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,which,,,,,,,,,,,,,,,,,,,,,,,,
8,took,,,,,,,,,,,,,,,,,,,,,,,,
9,in,,,,,,,,,,,,,,,,,,,,,,,,
10,his,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
11,planet,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,other,,,,,,,,,,,,,,,,,,,,,,,,
15,planets,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,and,,,,,,,,,,,,,,,,,,,,,,,,
18,all,,,,,,,,,,,,,,,,,,,,,,,,
19,the,,,,,,,,,,,,,,,,,,,,,,,,
20,stars,,,,,,,,,,,,,,,,,,,,,,,,
21,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.528,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Over,*,ComparisonRef,Locus,*Q*,ComparisonRef,Locus,,Theme,Theme,,,,,,,,,,,,,,,
3,all,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,asked,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,little,,,,,,,,,,,,,,,,,,,,,,,,
10,prince,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.529,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Over,*,ComparisonRef,Locus,*Q*,ComparisonRef,Locus,,Theme,Theme,,,,,,,,,,,,,,,
3,all,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,king,,,,,,,,,,,,,,,,,,,,,,,,
9,answered,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.530,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,*,Explanation,Explanation,,Explanation,Explanation,,Explanation,Explanation,,,,,,,,,,,,,,,
2,his,*,Gestalt,Gestalt,,Gestalt,Gestalt,[334e],Possessor,Possessor,"if power is possessed, is rule as well? Otherwise gestalt but sHRUG",,,,,,,,,,,,,,
3,rule,,,,,,,,,,,,,,,,,,,,,,,,
4,was,,,,,,,,,,,,,,,,,,,,,,,,
5,not,,,,,,,,,,,,,,,,,,,,,,,,
6,only,,,,,,,,,,,,,,,,,,,,,,,,
7,absolute,,,,,,,,,,,,,,,,,,,,,,,,
8,:,,,,,,,,,,,,,,,,,,,,,,,,
9,it,,,,,,,,,,,,,,,,,,,,,,,,
10,was,,,,,,,,,,,,,,,,,,,,,,,,
11,also,,,,,,,,,,,,,,,,,,,,,,,,
12,universal,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.531,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,And,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,stars,,,,,,,,,,,,,,,,,,,,,,,,
5,obey,,,,,,,,,,,,,,,,,,,,,,,,
6,you,,,,,,,,,,,,,,,,,,,,,,,,
7,?,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.532,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Certainly,,,,,,,,,,,,,,,,,,,,,,,,
3,they,,,,,,,,,,,,,,,,,,,,,,,,
4,do,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,king,,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.533,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,They,,,,,,,,,,,,,,,,,,,,,,,,
3,obey,,,,,,,,,,,,,,,,,,,,,,,,
4,instantly,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.534,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,do,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,permit,,,,,,,,,,,,,,,,,,,,,,,,
5,insubordination,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.535,,,,,,,,,,,,,,,,,,,,,,,,,
1,Such,,,,,,,,,,,,,,,,,,,,,,,,
2,power,,,,,,,,,,,,,,,,,,,,,,,,
3,was,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,thing,,,,,,,,,,,,,,,,,,,,,,,,
6,for,*,,,*Q*,Purpose,Purpose,???,,,** but ig beneficiary?????,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,little,,,,,,,,,,,,,,,,,,,,,,,,
9,prince,,,,,,,,,,,,,,,,,,,,,,,,
10,to,*,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
11,marvel,,,,,,,,,,,,,,,,,,,,,,,,
12,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.536,,,,,,,,,,,,,,,,,,,,,,,,,
1,If,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,had,,,,,,,,,,,,,,,,,,,,,,,,
4,been,,,,,,,,,,,,,,,,,,,,,,,,
5,master,,,,,,,,,,,,,,,,,,,,,,,,
6,of,*,Characteristic,Identity,,Theme,Theme,?,Characteristic,Identity,,,,,,,,,,,,,,,
7,such,,,,,,,,,,,,,,,,,,,,,,,,
8,complete,,,,,,,,,,,,,,,,,,,,,,,,
9,authority,,,,,,,,,,,,,,,,,,,,,,,,
10,",",,,,,,,,,,,,,,,,,,,,,,,,
11,he,,,,,,,,,,,,,,,,,,,,,,,,
12,would,,,,,,,,,,,,,,,,,,,,,,,,
13,have,,,,,,,,,,,,,,,,,,,,,,,,
14,been,,,,,,,,,,,,,,,,,,,,,,,,
15,able,,,,,,,,,,,,,,,,,,,,,,,,
16,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
17,watch,,,,,,,,,,,,,,,,,,,,,,,,
18,the,,,,,,,,,,,,,,,,,,,,,,,,
19,sunset,,,,,,,,,,,,,,,,,,,,,,,,
20,",",,,,,,,,,,,,,,,,,,,,,,,,
21,not,,,,,,,,,,,,,,,,,,,,,,,,
22,forty,,,,,,,,,,,,,,,,,,,,,,,,
23,-,,,,,,,,,,,,,,,,,,,,,,,,
24,four,,,,,,,,,,,,,,,,,,,,,,,,
25,times,,,,,,,,,,,,,,,,,,,,,,,,
26,in,*,Duration,Duration,,Time,Time,,Duration,Duration,,,,,,,,,,,,,,,
27,one,,,,,,,,,,,,,,,,,,,,,,,,
28,day,,,,,,,,,,,,,,,,,,,,,,,,
29,",",,,,,,,,,,,,,,,,,,,,,,,,
30,but,,,,,,,,,,,,,,,,,,,,,,,,
31,seventy,,,,,,,,,,,,,,,,,,,,,,,,
32,-,,,,,,,,,,,,,,,,,,,,,,,,
33,two,,,,,,,,,,,,,,,,,,,,,,,,
34,",",,,,,,,,,,,,,,,,,,,,,,,,
35,or,,,,,,,,,,,,,,,,,,,,,,,,
36,even,,,,,,,,,,,,,,,,,,,,,,,,
37,a,,,,,,,,,,,,,,,,,,,,,,,,
38,hundred,,,,,,,,,,,,,,,,,,,,,,,,
39,",",,,,,,,,,,,,,,,,,,,,,,,,
40,or,,,,,,,,,,,,,,,,,,,,,,,,
41,even,,,,,,,,,,,,,,,,,,,,,,,,
42,two,,,,,,,,,,,,,,,,,,,,,,,,
43,hundred,,,,,,,,,,,,,,,,,,,,,,,,
44,times,,,,,,,,,,,,,,,,,,,,,,,,
45,",",,,,,,,,,,,,,,,,,,,,,,,,
46,without,*,Manner,Manner,,Manner,Manner,,Manner,Manner,,,,,,,,,,,,,,,
47,ever,,,,,,,,,,,,,,,,,,,,,,,,
