Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,,,,,,,,,,,,,,lpp_14
19,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.787,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,And,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,orders,,,,,,,,,,,,,,,,,,,,,,,,
5,have,,,,,,,,,,,,,,,,,,,,,,,,
6,been,,,,,,,,,,,,,,,,,,,,,,,,
7,changed,,,,,,,,,,,,,,,,,,,,,,,,
8,since,*,Time,Time,,Time,Time,,StartTime,StartTime,,,,,,,,,,,,,,,
9,that,,,,,,,,,,,,,,,,,,,,,,,,
10,time,,,,,,,,,,,,,,,,,,,,,,,,
11,?,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.788,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,The,,,,,,,,,,,,,,,,,,,,,,,,
3,orders,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,not,,,,,,,,,,,,,,,,,,,,,,,,
6,been,,,,,,,,,,,,,,,,,,,,,,,,
7,changed,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,said,,,,,,,,,,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.789,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,That,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,tragedy,,,,,,,,,,,,,,,,,,,,,,,,
6,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.790,,,,,,,,,,,,,,,,,,,,,,,,,
1,From,*,StartTime,StartTime,??? related: https://github.com/carmls/snacs-guidelines/issues/62,StartTime,StartTime,??? related: https://github.com/carmls/snacs-guidelines/issues/62,Frequency,Frequency,MWE; did we talk about this at some point?,,,,,,,,,,,,,,
2,year,,,,,,,,,,MWE,,,,,,,,,,,,,,
3,to,*,EndTime,EndTime,,EndTime,EndTime,,,,MWE,,,,,,,,,,,,,,
4,year,,,,,,,,,,MWE,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,planet,,,,,,,,,,,,,,,,,,,,,,,,
7,has,,,,,,,,,,,,,,,,,,,,,,,,
8,turned,,,,,,,,,,,,,,,,,,,,,,,,
9,more,,,,,,,,,,,,,,,,,,,,,,,,
10,rapidly,,,,,,,,,,,,,,,,,,,,,,,,
11,and,,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,orders,,,,,,,,,,,,,,,,,,,,,,,,
14,have,,,,,,,,,,,,,,,,,,,,,,,,
15,not,,,,,,,,,,,,,,,,,,,,,,,,
16,been,,,,,,,,,,,,,,,,,,,,,,,,
17,changed,,,,,,,,,,,,,,,,,,,,,,,,
18,!,,,,,,,,,,,,,,,,,,,,,,,,
19,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.791,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Then,,,,,,,,,,,,,,,,,,,,,,,,
3,what,,,,,,,,,,,,,,,,,,,,,,,,
4,?,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
6,asked,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,little,,,,,,,,,,,,,,,,,,,,,,,,
9,prince,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.792,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Then,,,,,,,,,,,,,,,,,,,,,,,,
3,-,,,,,,,,,,,,,,,,,,,,,,,,
4,-,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,planet,,,,,,,,,,,,,,,,,,,,,,,,
7,now,,,,,,,,,,,,,,,,,,,,,,,,
8,makes,,,,,,,,,,,,,,,,,,,,,,,,
9,a,,,,,,,,,,,,,,,,,,,,,,,,
10,complete,,,,,,,,,,,,,,,,,,,,,,,,
11,turn,,,,,,,,,,,,,,,,,,,,,,,,
12,every,,,,,,,,,,,,,,,,,,,,,,,,
13,minute,,,,,,,,,,,,,,,,,,,,,,,,
14,",",,,,,,,,,,,,,,,,,,,,,,,,
15,and,,,,,,,,,,,,,,,,,,,,,,,,
16,I,,,,,,,,,,,,,,,,,,,,,,,,
17,no,,,,,,,,,,,,,,,,,,,,,,,,
18,longer,,,,,,,,,,,,,,,,,,,,,,,,
19,have,,,,,,,,,,,,,,,,,,,,,,,,
20,a,,,,,,,,,,,,,,,,,,,,,,,,
21,single,,,,,,,,,,,,,,,,,,,,,,,,
22,second,,,,,,,,,,,,,,,,,,,,,,,,
23,for,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
24,repose,,,,,,,,,,,,,,,,,,,,,,,,
25,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.793,,,,,,,,,,,,,,,,,,,,,,,,,
1,Once,,,,,,,,,,,,,,,,,,,,,,,,
2,every,,,,,,,,,,,,,,,,,,,,,,,,
3,minute,,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,have,,,,,,,,,,,,,,,,,,,,,,,,
6,to,,,,,,,NOT a target [523],`i,`i,,,,,,,,,,,,,,,
7,light,,,,,,,,,,,,,,,,,,,,,,,,
8,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
9,lamp,,,,,,,,,,,,,,,,,,,,,,,,
10,and,,,,,,,,,,,,,,,,,,,,,,,,
11,put,,,,,,,,,,,,,,,,,,,,,,,,
12,it,,,,,,,,,,,,,,,,,,,,,,,,
13,out,,,,,,,,,,,,,,,,,,,,,,,,
14,!,,,,,,,,,,,,,,,,,,,,,,,,
15,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.794,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,That,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,very,,,,,,,,,,,,,,,,,,,,,,,,
5,funny,,,,,,,,,,,,,,,,,,,,,,,,
6,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.795,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,,,,,,,,,,,,,,,,,,,,,,,,
2,day,,,,,,,,,,,,,,,,,,,,,,,,
3,lasts,,,,,,,,,,,,,,,,,,,,,,,,
4,only,,,,,,,,,,,,,,,,,,,,,,,,
5,one,,,,,,,,,,,,,,,,,,,,,,,,
6,minute,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,here,,,,,,,,,,,,,,,,,,,,,,,,
9,where,,,,,,,,,,,,,,,,,,,,,,,,
10,you,,,,,,,,,,,,,,,,,,,,,,,,
11,live,,,,,,,,,,,,,,,,,,,,,,,,
12,!,,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.796,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,It,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,funny,,,,,,,,,,,,,,,,,,,,,,,,
6,at,1:1**,Extent,Extent,,Extent,Extent,,Extent,Extent,,,,,,,,,,,,,,,
7,all,1:2,,,,,,,,,,,,,,,,,,,,,,,
8,!,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,said,,,,,,,,,,,,,,,,,,,,,,,,
11,the,,,,,,,,,,,,,,,,,,,,,,,,
12,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.797,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,While,,,,,,,,,,,,,,,,,,,,,,,,
3,we,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,been,,,,,,,,,,,,,,,,,,,,,,,,
6,talking,,,,,,,,,,,,,,,,,,,,,,,,
7,together,*,Ancillary,Ancillary,,Ancillary,Ancillary,,Ancillary,Ancillary,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,month,,,,,,,,,,,,,,,,,,,,,,,,
10,has,,,,,,,,,,,,,,,,,,,,,,,,
11,gone,,,,,,,not marking to avoid yellow if not MWE lol,,,,,,,,,,,,,,,,,
12,by,*,Path,Path,*Q*,NONSNACS,NONSNACS,go_by = MWE? (there's also 'pass by'),NONSNACS,NONSNACS,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.798,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,A,,,,,,,,,,,,,,,,,,,,,,,,
3,month,,,,,,,,,,,,,,,,,,,,,,,,
4,?,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.799,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Yes,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,month,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.800,,,,,,,,,,,,,,,,,,,,,,,,,
1,Thirty,,,,,,,,,,,,,,,,,,,,,,,,
2,minutes,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.801,,,,,,,,,,,,,,,,,,,,,,,,,
1,Thirty,,,,,,,,,,,,,,,,,,,,,,,,
2,days,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.802,,,,,,,,,,,,,,,,,,,,,,,,,
1,Good,,,,,,,,,,,,,,,,,,,,,,,,
2,evening,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.803,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,lighted,,,,,,,,,,,,,,,,,,,,,,,,
4,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
5,lamp,,,,,,,,,,,,,,,,,,,,,,,,
6,again,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.804,,,,,,,,,,,,,,,,,,,,,,,,,
1,As,*,Circumstance,Circumstance,,Circumstance,Circumstance,[8],Circumstance,Circumstance,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,little,,,,,,,,,,,,,,,,,,,,,,,,
4,prince,,,,,,,,,,,,,,,,,,,,,,,,
5,watched,,,,,,,,,,,,,,,,,,,,,,,,
6,him,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,he,,,,,,,,,,,,,,,,,,,,,,,,
9,felt,,,,,,,,,,,,,,,,,,,,,,,,
10,that,,,,,,,,,,,,,,,,,,,,,,,,
11,he,,,,,,,,,,,,,,,,,,,,,,,,
12,loved,,,,,,,,,,,,,,,,,,,,,,,,
13,this,,,,,,,,,,,,,,,,,,,,,,,,
14,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
15,who,,,,,,,,,,,,,,,,,,,,,,,,
16,was,,,,,,,,,,,,,,,,,,,,,,,,
17,so,,,,,,,,,,,,,,,,,,,,,,,,
18,faithful,,,,,,,,,,,,,,,,,,,,,,,,
19,to,*,Theme,Goal,,Theme,Goal,? sorta like 216f,Beneficiary,Goal,behaviour?,,,,,,,,,,,,,,
20,his,*,Recipient,Gestalt,,Recipient,Gestalt,bc you're given orders? but unclear where these orders come from lol,Gestalt,Gestalt,idk Recipient~Gestalt??,,,,,,,,,,,,,,
21,orders,,,,,,,,,,,,,,,,,,,,,,,,
22,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.805,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,remembered,,,,,,,,,,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,sunsets,,,,,,,,,,,,,,,,,,,,,,,,
5,which,,,,,,,,,,,,,,,,,,,,,,,,
6,he,,,,,,,,,,,,,,,,,,,,,,,,
7,himself,,,,,,,,,,,,,,,,,,,,,,,,
8,had,,,,,,,,,,,,,,,,,,,,,,,,
9,gone,,,,,,,,,,,,,,,,,,,,,,,,
10,to,,Purpose,Purpose,,Purpose,Purpose,?,,,,,,,,,,,,,,,,,
11,seek,,,,,,,,,,,,,,,,,,,,,,,,
12,",",,,,,,,,,,,,,,,,,,,,,,,,
13,in,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
14,other,,,,,,,,,,,,,,,,,,,,,,,,
15,days,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,merely,,,,,,,,,,,,,,,,,,,,,,,,
18,by,*,Means,Means,,Means,Means,,Means,Means,woah,,,,,,,,,,,,,,
19,pulling,,,,,,,,,,,,,,,,,,,,,,,,
20,up,,,,,,,,,,,,,,,,,,,,,,,,
21,his,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
22,chair,,,,,,,,,,,,,,,,,,,,,,,,
23,;,,,,,,,,,,,,,,,,,,,,,,,,
24,and,,,,,,,,,,,,,,,,,,,,,,,,
25,he,,,,,,,,,,,,,,,,,,,,,,,,
26,wanted,,,,,,,,,,,,,,,,,,,,,,,,
27,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
28,help,,,,,,,,,,,,,,,,,,,,,,,,
29,his,*,SocialRel,Gestalt,,SocialRel,Gestalt,,SocialRel,Gestalt,,,,,,,,,,,,,,,
30,friend,,,,,,,,,,,,,,,,,,,,,,,,
31,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.806,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,You,,,,,,,,,,,,,,,,,,,,,,,,
3,know,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
6,he,,,,,,,,,,,,,,,,,,,,,,,,
7,said,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
10,I,,,,,,,,,,,,,,,,,,,,,,,,
11,can,,,,,,,,,,,,,,,,,,,,,,,,
12,tell,,,,,,,,,,,,,,,,,,,,,,,,
13,you,,,,,,,,,,,,,,,,,,,,,,,,
14,a,,,,,,,,,,,,,,,,,,,,,,,,
15,way,,,,,,,,,,,,,,,,,,,,,,,,
16,you,,,,,,,,,,,,,,,,,,,,,,,,
17,can,,,,,,,,,,,,,,,,,,,,,,,,
18,rest,,,,,,,,,,,,,,,,,,,,,,,,
19,whenever,,,,,,,,,,,,,,,,,,,,,,,,
20,you,,,,,,,,,,,,,,,,,,,,,,,,
21,want,,,,,,,,,,,,,,,,,,,,,,,,
22,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
23,...,,,,,,,,,,,,,,,,,,,,,,,,
24,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.807,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,always,,,,,,,,,,,,,,,,,,,,,,,,
4,want,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
6,rest,,,,,,,mood,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.808,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,*,Explanation,Explanation,,Explanation,Explanation,,Explanation,Explanation,,,,,,,,,,,,,,,
2,it,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,possible,,,,,,,,,,,,,,,,,,,,,,,,
5,for,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,man,,,,,,,,,,,,,,,,,,,,,,,,
8,to,*,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
9,be,,,,,,,,,,,,,,,,,,,,,,,,
10,faithful,,,,,,,,,,,,,,,,,,,,,,,,
11,and,,,,,,,,,,,,,,,,,,,,,,,,
12,lazy,,,,,,,,,,,,,,,,,,,,,,,,
13,at,*,Time,Time,,Time,Time,we did this in ch 10,Time,Time,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,same,,,,,,,,,,,,,,,,,,,,,,,,
16,time,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.809,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,prince,,,,,,,,,,,,,,,,,,,,,,,,
4,went,,,,,,,,,,,,,,,,,,,,,,,,
5,on,,,,,,,,,,,,,,,,,,,,,,,,
6,with,*,Theme,Theme,,Theme,Theme,[208a],Theme,Theme,,,,,,,,,,,,,,,
7,his,*,Originator,Gestalt,,Originator,Gestalt,,Originator,Agent,,,,,,,,,,,,,,,
8,explanation,,,,,,,,,,,,,,,,,,,,,,,,
9,:,,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,Your,*,Gestalt,Gestalt,,Gestalt,Gestalt,,Gestalt,Gestalt,,,,,,,,,,,,,,,
12,planet,,,,,,,,,,,,,,,,,,,,,,,,
13,is,,,,,,,,,,,,,,,,,,,,,,,,
14,so,,,,,,,,,,,,,,,,,,,,,,,,
15,small,,,,,,,,,,,,,,,,,,,,,,,,
16,that,,,,,,,,,,,,,,,,,,,,,,,,
17,three,,,,,,,,,,,,,,,,,,,,,,,,
18,strides,,,,,,,,,,,,,,,,,,,,,,,,
19,will,,,,,,,,,,,,,,,,,,,,,,,,
20,take,,,,,,,,,,,,,,,,,,,,,,,,
21,you,,,,,,,,,,,,,,,,,,,,,,,,
22,all,,,,,,,,,,,,,,,,,,,,,,,,
23,the,,,,,,,,,,,,,,,,,,,,,,,,
24,way,,,,,,,,,,,,,,,,,,,,,,,,
25,around,*,Path,Path,,Path,Path,,Path,Path,,,,,,,,,,,,,,,
26,it,,,,,,,,,,,,,,,,,,,,,,,,
27,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.810,,,,,,,,,,,,,,,,,,,,,,,,,
1,To,*,Purpose,Purpose,,Purpose,Purpose,,Purpose,Purpose,,,,,,,,,,,,,,,
2,be,,,,,,,,,,,,,,,,,,,,,,,,
3,always,,,,,,,,,,,,,,,,,,,,,,,,
4,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,sunshine,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,you,,,,,,,,,,,,,,,,,,,,,,,,
9,need,,,,,,,,,,,,,,,,,,,,,,,,
10,only,,,,,,,,,,,,,,,,,,,,,,,,
11,walk,,,,,,,,,,,,,,,,,,,,,,,,
12,along,,,,,,,,,,,,,,,,,,,,,,,,
13,rather,,,,,,,,,,,,,,,,,,,,,,,,
14,slowly,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.811,,,,,,,,,,,,,,,,,,,,,,,,,
1,When,,,,,,,,,,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,want,,,,,,,,,,,,,,,,,,,,,,,,
4,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
5,rest,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,you,,,,,,,,,,,,,,,,,,,,,,,,
8,will,,,,,,,,,,,,,,,,,,,,,,,,
9,walk,,,,,,,but SLEEP,,,,,,,,,,,,,,,,,
10,-,,,,,,,,,,,,,,,,,,,,,,,,
11,-,,,,,,,,,,,,,,,,,,,,,,,,
12,and,,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,day,,,,,,,,,,,,,,,,,,,,,,,,
15,will,,,,,,,,,,,,,,,,,,,,,,,,
16,last,,,,,,,,,,,,,,,,,,,,,,,,
17,as,1:1**,Duration,Extent,-MWE,Duration,Extent,-MWE [498d],Duration,Extent,,,,,,,,,,,,,,,
18,long,1:2,,,-MWE,,,-MWE,,,,,,,,,,,,,,,,,
19,as,1:3,ComparisonRef,ComparisonRef,-MWE,ComparisonRef,ComparisonRef,-MWE,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
20,you,,,,,,,,,,,,,,,,,,,,,,,,
21,like,,,,,,,,,,,,,,,,,,,,,,,,
22,.,,,,,,,,,,,,,,,,,,,,,,,,
23,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.812,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,That,,,,,,,,,,,,,,,,,,,,,,,,
3,does,,,,,,,,,,,,,,,,,,,,,,,,
4,n't,,,,,,,,,,,,,,,,,,,,,,,,
5,do,,,,,,,,,,,,,,,,,,,,,,,,
6,me,,,,,,,,,,,,,,,,,,,,,,,,
7,much,,,,,,,,,,,,,,,,,,,,,,,,
8,good,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,said,,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,lamplighter,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.813,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,The,,,,,,,,,,,,,,,,,,,,,,,,
3,one,,,,,,,,,,,,,,,,,,,,,,,,
4,thing,,,,,,,,,,,,,,,,,,,,,,,,
5,I,,,,,,,,,,,,,,,,,,,,,,,,
6,love,,,,,,,,,,,,,,,,,,,,,,,,
7,in,*,Circumstance,Circumstance,,Circumstance,Circumstance,?,Circumstance,Circumstance,,,,,,,,,,,,,,,
8,life,,,,,,,,,,,,,,,,,,,,,,,,
9,is,,,,,,,,,,,,,,,,,,,,,,,,
10,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
11,sleep,,,,,,,sleep is great but not loving anything else sounds like depression; is there a therapist planet we can direct him to?,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.814,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Then,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,'re,,,,,,,,,,,,,,,,,,,,,,,,
5,unlucky,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,"""",,,,,,,,,,,,,,,,,,,,,,,,
8,said,,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,little,,,,,,,,,,,,,,,,,,,,,,,,
11,prince,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.815,,,,,,,,,,,,,,,,,,,,,,,,,
