Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,#REF!,,,,,,,,,,,,,lpp_2
20,miles,,,,,,,,,,,,,,,,,,,,,,,,
21,from,*,Locus,Source,,Locus,Source,,Locus,Source,why is this same phrase repeated so much,,,,,,,,,,,,,,
22,any,,,,,,,,,,,,,,,,,,,,,,,,
23,human,,,,,,,,,,,,,,,,,,,,,,,,
24,habitation,,,,,,,,,,,,,,,,,,,,,,,,
25,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.59,,,,,,,,,,,,,,,,,,,,,,,,,
1,When,,,,,,,,,,,,,,,,,,,,,,,,
2,at,*,Time,Time,MWE (cf. at_first in xposition),Time,Time,MWE (cf. at_first in xposition),Time,Time,"idk, maybe an MWE? `d?",,,,,,,,,,,,,,
3,last,,_,_,MWE,_,_,MWE,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,was,,,,,,,,,,,,,,,,,,,,,,,,
6,able,,,,,,,,,,,,,,,,,,,,,,,,
7,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
8,speak,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,I,,,,,,,,,,,,,,,,,,,,,,,,
11,said,,,,,,,,,,,,,,,,,,,,,,,,
12,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
13,him,,,,,,,,,,,,,,,,,,,,,,,,
14,:,,,,,,,,,,,,,,,,,,,,,,,,
15,"""",,,,,,,,,,,,,,,,,,,,,,,,
16,But,,,,,,,,,,,,,,,,,,,,,,,,
17,--,,,,,,,,,,,,,,,,,,,,,,,,
18,what,,,,,,,,,,,,,,,,,,,,,,,,
19,are,,,,,,,,,,,,,,,,,,,,,,,,
20,you,,,,,,,,,,,,,,,,,,,,,,,,
21,doing,,,,,,,,,,,,,,,,,,,,,,,,
22,here,,,,,,,,,,,,,,,,,,,,,,,,
23,?,,,,,,,,,,,,,,,,,,,,,,,,
24,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.60,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,in,*,Explanation,Manner,OGI 23 https://github.com/carmls/snacs-guidelines/issues/23,Explanation,Manner,OGI 23 https://github.com/carmls/snacs-guidelines/issues/23,Circumstance,Circumstance,"XPosition has ""in their response"", ""in saying""",,,,,,,,,,,,,,
3,answer,,,,,,,,,,,,,,,,,,,,,,,,
4,he,,,,,,,,,,,,,,,,,,,,,,,,
5,repeated,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,very,,,,,,,,,,,,,,,,,,,,,,,,
8,slowly,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,as,,ComparisonRef,ComparisonRef,MWE,ComparisonRef,ComparisonRef,MWE,ComparisonRef,ComparisonRef,MWE,,,,,,,,,,,,,,
11,if,,_,_,MWE,_,_,MWE,ComparisonRef,ComparisonRef,MWE,,,,,,,,,,,,,,
12,he,,,,,,,,,,,,,,,,,,,,,,,,
13,were,,,,,,,,,,,,,,,,,,,,,,,,
14,speaking,,,,,,,,,,,,,,,,,,,,,,,,
15,of,*,Topic,Topic,,Topic,Topic,,Topic,Topic,,,,,,,,,,,,,,,
16,a,,,,,,,,,,,,,,,,,,,,,,,,
17,matter,,,,,,,,,,,,,,,,,,,,,,,,
18,of,*,Characteristic,Identity,,Characteristic,Characteristic,,Characteristic,Identity,,,,,,,,,,,,,,,
19,great,,,,,,,,,,,,,,,,,,,,,,,,
20,consequence,,,,,,,,,,,,,,,,,,,,,,,,
21,:,,,,,,,,,,,,,,,,,,,,,,,,
22,"""",,,,,,,,,,,,,,,,,,,,,,,,
23,If,,,,,,,,,,,,,,,,,,,,,,,,
24,you,,,,,,,,,,,,,,,,,,,,,,,,
25,please,,,,,,,,,,,,,,,,,,,,,,,,
26,--,,,,,,,,,,,,,,,,,,,,,,,,
27,draw,,,,,,,,,,,,,,,,,,,,,,,,
28,me,,,,,,,,,,,,,,,,,,,,,,,,
29,a,,,,,,,,,,,,,,,,,,,,,,,,
30,sheep,,,,,,,,,,,,,,,,,,,,,,,,
31,...,,,,,,,,,,,,,,,,,,,,,,,,
32,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.61,,,,,,,,,,,,,,,,,,,,,,,,,
1,When,,,,,,,,,,,,,,,,,,,,,,,,
2,a,,,,,,,,,,,,,,,,,,,,,,,,
3,mystery,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,too,,,,,,,,,,,,,,,,,,,,,,,,
6,overpowering,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,one,,,,,,,,,,,,,,,,,,,,,,,,
9,dare,,,,,,,,,,,,,,,,,,,,,,,,
10,not,,,,,,,,,,,,,,,,,,,,,,,,
11,disobey,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.62,,,,,,,,,,,,,,,,,,,,,,,,,
1,Absurd,,,,,,,,,,,,,,,,,,,,,,,,
2,as,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,Like an as-as construction w/ first as dropped?,Characteristic,Extent,159b,,,,,,,,,,,,,,
3,it,,,,,,,,,,,,,,,,,,,,,,,,
4,might,,,,,,,,,,,,,,,,,,,,,,,,
5,seem,,,,,,,,,,,,,,,,,,,,,,,,
6,to,*,Experiencer,Goal,,Experiencer,Goal,,Experiencer,Goal,,,,,,,,,,,,,,,
7,me,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,a,,,,,,,,,,,,,,,,,,,,,,,,
10,thousand,,,,,,,,,,,,,,,,,,,,,,,,
11,miles,,,,,,,,,,,,,,,,,,,,,,,,
12,from,*,Locus,Source,,Locus,Source,,Locus,Source,not again!!!,,,,,,,,,,,,,,
13,any,,,,,,,,,,,,,,,,,,,,,,,,
14,human,,,,,,,,,,,,,,,,,,,,,,,,
15,habitation,,,,,,,,,,,,,,,,,,,,,,,,
16,and,,,,,,,,,,,,,,,,,,,,,,,,
17,in,*,Characteristic,Locus,[408],Manner,Locus,?,Circumstance,Circumstance,,,,,,,,,,,,,,,
18,danger,,,,,,,,,,,,,,,,,,,,,,,,
19,of,*,Theme,Theme,,Topic,Topic,? or Gestalt? or Topic~Identity? ... Theme?,Identity,Identity,324,,,,,,,,,,,,,,
20,death,,,,,,,,,,,,,,,,,,,,,,,,
21,",",,,,,,,,,,,,,,,,,,,,,,,,
22,I,,,,,,,,,,,,,,,,,,,,,,,,
23,took,,,,,,,,,,,,,,,,,,,,,,,,
24,out,,Source,Source,MWE,Source,Source,MWE,Source,Source,MWE,,,,,,,,,,,,,,
25,of,*,_,_,MWE,_,_,MWE,Source,Source,MWE,,,,,,,,,,,,,,
26,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
27,pocket,,,,,,,,,,,,,,,,,,,,,,,,
28,a,,,,,,,,,,,,,,,,,,,,,,,,
29,sheet,,,,,,,,,,,,,,,,,,,,,,,,
30,of,*,Stuff,Stuff,,Stuff,Stuff,,QuantityItem,QuantityItem,"if you want to get philosophical, does it mean ""one sheet of paper"" or ""sheet made out of paper""",,,,,,,,,,,,,,
31,paper,,,,,,,,,,,,,,,,,,,,,,,,
32,and,,,,,,,,,,,,,,,,,,,,,,,,
33,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
34,fountain,,,,,,,,,,,,,,,,,,,,,,,,
35,-,,,,,,,,,,,,,,,,,,,,,,,,
36,pen,,,,,,,,,,,,,,,,,,,,,,,,
37,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.63,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,then,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,remembered,,,,,,,,,,,,,,,,,,,,,,,,
5,how,,,,,,,,,,,,,,,,,,,,,,,,
6,my,*,Agent,Gestalt,,Agent,Gestalt,,Agent,Gestalt,don't think this is period-of-life Theme,,,,,,,,,,,,,,
7,studies,,,,,,,,,,,,,,,,,,,,,,,,
8,had,,,,,,,,,,,,,,,,,,,,,,,,
9,been,,,,,,,,,,,,,,,,,,,,,,,,
10,concentrated,,,,,,,,,,,,,,,,,,,,,,,,
11,on,*,Topic,Topic,,Topic,Topic,,Topic,Topic,,,,,,,,,,,,,,,
12,geography,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,history,,,,,,,,,,,,,,,,,,,,,,,,
15,",",,,,,,,,,,,,,,,,,,,,,,,,
16,arithmetic,,,,,,,,,,,,,,,,,,,,,,,,
17,",",,,,,,,,,,,,,,,,,,,,,,,,
18,and,,,,,,,,,,,,,,,,,,,,,,,,
19,grammar,,,,,,,,,,,,,,,,,,,,,,,,
20,",",,,,,,,,,,,,,,,,,,,,,,,,
21,and,,,,,,,,,,,,,,,,,,,,,,,,
22,I,,,,,,,,,,,,,,,,,,,,,,,,
23,told,,,,,,,,,,,,,,,,,,,,,,,,
24,the,,,,,,,,,,,,,,,,,,,,,,,,
25,little,,,,,,,,,,,,,,,,,,,,,,,,
26,chap,,,,,,,,,,,,,,,,,,,,,,,,
27,(,,,,,,,,,,,,,,,,,,,,,,,,
28,a,,,,,,,,,,,,,,,,,,,,,,,,
29,little,,,,,,,,,,,,,,,,,,,,,,,,
30,crossly,,,,,,,,,,,,,,,,,,,,,,,,
31,",",,,,,,,,,,,,,,,,,,,,,,,,
32,too,,,,,,,,,,,,,,,,,,,,,,,,
33,),,,,,,,,,,,,,,,,,,,,,,,,
34,that,,,,,,,,,,,,,,,,,,,,,,,,
35,I,,,,,,,,,,,,,,,,,,,,,,,,
36,did,,,,,,,,,,,,,,,,,,,,,,,,
37,not,,,,,,,,,,,,,,,,,,,,,,,,
38,know,,,,,,,,,,,,,,,,,,,,,,,,
39,how,,,,,,,,,,,,,,,,,,,,,,,,
40,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
41,draw,,,,,,,,,,,,,,,,,,,,,,,,
42,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.64,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,answered,,,,,,,,,,,,,,,,,,,,,,,,
3,me,,,,,,,,,,,,,,,,,,,,,,,,
4,:,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
6,That,,,,,,,,,,,,,,,,,,,,,,,,
7,does,,,,,,,,,,,,,,,,,,,,,,,,
8,n't,,,,,,,,,,,,,,,,,,,,,,,,
9,matter,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.65,,,,,,,,,,,,,,,,,,,,,,,,,
1,Draw,,,,,,,,,,,,,,,,,,,,,,,,
2,me,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,sheep,,,,,,,,,,,,,,,,,,,,,,,,
5,...,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.66,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,had,,,,,,,,,,,,,,,,,,,,,,,,
4,never,,,,,,,,,,,,,,,,,,,,,,,,
5,drawn,,,,,,,,,,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,sheep,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.67,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,drew,,,,,,,,,,,,,,,,,,,,,,,,
4,for,*,Beneficiary,Beneficiary,,Beneficiary,Beneficiary,,Recipient,Beneficiary,,,,,,,,,,,,,,,
5,him,,,,,,,,,,,,,,,,,,,,,,,,
6,one,,,,,,,,,,,,,,,,,,,,,,,,
7,of,*,QuantityItem,Whole,,QuantityItem,Whole,,Whole,Whole,365a,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,two,,,,,,,,,,,,,,,,,,,,,,,,
10,pictures,,,,,,,,,,,,,,,,,,,,,,,,
11,I,,,,,,,,,,,,,,,,,,,,,,,,
12,had,,,,,,,,,,,,,,,,,,,,,,,,
13,drawn,,,,,,,,,,,,,,,,,,,,,,,,
14,so,,,,,,,,,,,,,,,,,,,,,,,,
15,often,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.68,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,that,,,,,,,,,,,,,,,,,,,,,,,,
4,of,*,Topic,Topic,,Topic,Topic,,Topic,Topic,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,boa,,,,,,,,,,,,,,,,,,,,,,,,
7,constrictor,,,,,,,,,,,,,,,,,,,,,,,,
8,from,*,Locus,Source,,Source,Source,,Locus,Source,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,outside,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.69,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,was,,,,,,,,,,,,,,,,,,,,,,,,
4,astounded,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,,,,,,,,,,,,,,,,,,,,,,,
6,hear,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,little,,,,,,,,,,,,,,,,,,,,,,,,
9,fellow,,,,,,,,,,,,,,,,,,,,,,,,
10,greet,,,,,,,,,,,,,,,,,,,,,,,,
11,it,,,,,,,,,,,,,,,,,,,,,,,,
12,with,*,Topic,Topic,,Manner,Manner,,Topic,Topic,"""responded with"" in Xposition",,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
15,No,,,,,,,,,,,,,,,,,,,,,,,,
16,",",,,,,,,,,,,,,,,,,,,,,,,,
17,no,,,,,,,,,,,,,,,,,,,,,,,,
18,",",,,,,,,,,,,,,,,,,,,,,,,,
19,no,,,,,,,,,,,,,,,,,,,,,,,,
20,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.70,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,do,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,want,,,,,,,,,,,,,,,,,,,,,,,,
5,an,,,,,,,,,,,,,,,,,,,,,,,,
6,elephant,,,,,,,,,,,,,,,,,,,,,,,,
7,inside,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,boa,,,,,,,,,,,,,,,,,,,,,,,,
10,constrictor,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.71,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,,,,,,,,,,,,,,,,,,,,,,,,
2,boa,,,,,,,,,,,,,,,,,,,,,,,,
3,constrictor,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,very,,,,,,,,,,,,,,,,,,,,,,,,
7,dangerous,,,,,,,,,,,,,,,,,,,,,,,,
8,creature,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,and,,,,,,,,,,,,,,,,,,,,,,,,
11,an,,,,,,,,,,,,,,,,,,,,,,,,
12,elephant,,,,,,,,,,,,,,,,,,,,,,,,
13,is,,,,,,,,,,,,,,,,,,,,,,,,
14,very,,,,,,,,,,,,,,,,,,,,,,,,
15,cumbersome,,,,,,,,,,,,,,,,,,,,,,,,
16,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.72,,,,,,,,,,,,,,,,,,,,,,,,,
1,Where,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,live,,,,,,,,,,,,,,,,,,,,,,,,
4,",",,,,,,,,,,,,,,,,,,,,,,,,
5,everything,,,,,,,,,,,,,,,,,,,,,,,,
6,is,,,,,,,,,,,,,,,,,,,,,,,,
7,very,,,,,,,,,,,,,,,,,,,,,,,,
8,small,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.73,,,,,,,,,,,,,,,,,,,,,,,,,
1,What,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,need,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,sheep,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.74,,,,,,,,,,,,,,,,,,,,,,,,,
1,Draw,,,,,,,,,,,,,,,,,,,,,,,,
2,me,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,sheep,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.75,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,then,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,made,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,drawing,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.76,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,looked,,,,,,,,,,,,,,,,,,,,,,,,
3,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Goal,,,,,,,,,,,,,,,
4,it,,,,,,,,,,,,,,,,,,,,,,,,
5,carefully,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,then,,,,,,,,,,,,,,,,,,,,,,,,
8,he,,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,:,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
12,No,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.77,,,,,,,,,,,,,,,,,,,,,,,,,
1,This,,,,,,,,,,,,,,,,,,,,,,,,
2,sheep,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,already,,,,,,,,,,,,,,,,,,,,,,,,
5,very,,,,,,,,,,,,,,,,,,,,,,,,
6,sickly,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.78,,,,,,,,,,,,,,,,,,,,,,,,,
1,Make,,,,,,,,,,,,,,,,,,,,,,,,
2,me,,,,,,,,,,,,,,,,,,,,,,,,
3,another,,,,,,,,,,,,,,,,,,,,,,,,
4,.,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.79,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,made,,,,,,,,,,,,,,,,,,,,,,,,
4,another,,,,,,,,,,,,,,,,,,,,,,,,
5,drawing,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.80,,,,,,,,,,,,,,,,,,,,,,,,,
1,My,*,SocialRel,Gestalt,,SocialRel,Gestalt,,SocialRel,Gestalt,,,,,,,,,,,,,,,
2,friend,,,,,,,,,,,,,,,,,,,,,,,,
3,smiled,,,,,,,,,,,,,,,,,,,,,,,,
4,gently,,,,,,,,,,,,,,,,,,,,,,,,
5,and,,,,,,,,,,,,,,,,,,,,,,,,
6,indulgently,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.81,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,You,,,,,,,,,,,,,,,,,,,,,,,,
3,see,,,,,,,,,,,,,,,,,,,,,,,,
4,yourself,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,he,,,,,,,,,,,,,,,,,,,,,,,,
8,said,,,,,,,,,,,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,"""",,,,,,,,,,,,,,,,,,,,,,,,
11,that,,,,,,,,,,,,,,,,,,,,,,,,
12,this,,,,,,,,,,,,,,,,,,,,,,,,
13,is,,,,,,,,,,,,,,,,,,,,,,,,
14,not,,,,,,,,,,,,,,,,,,,,,,,,
15,a,,,,,,,,,,,,,,,,,,,,,,,,
16,sheep,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.82,,,,,,,,,,,,,,,,,,,,,,,,,
1,This,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,ram,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.83,,,,,,,,,,,,,,,,,,,,,,,,,
1,It,,,,,,,,,,,,,,,,,,,,,,,,
2,has,,,,,,,,,,,,,,,,,,,,,,,,
3,horns,,,,,,,,,,,,,,,,,,,,,,,,
4,.,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.84,,,,,,,,,,,,,,,,,,,,,,,,,
1,So,,,,,,,,,,,,,,,,,,,,,,,,
2,then,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,did,,,,,,,,,,,,,,,,,,,,,,,,
5,my,*,Originator,Gestalt,,Originator,Gestalt,,Originator,Gestalt,,,,,,,,,,,,,,,
6,drawing,,,,,,,,,,,,,,,,,,,,,,,,
7,over,,,,,,,,,,,,,,,,,,,,,,,,
8,once,,,,,,,,,,,,,,,,,,,,,,,,
9,more,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.85,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,it,,,,,,,,,,,,,,,,,,,,,,,,
3,was,,,,,,,,,,,,,,,,,,,,,,,,
4,rejected,,,,,,,,,,,,,,,,,,,,,,,,
5,too,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,just,,,,,,,,,,,,,,,,,,,,,,,,
8,like,*,Manner,ComparisonRef,,Manner,ComparisonRef,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,others,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.86,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,This,,,,,,,,,,,,,,,,,,,,,,,,
3,one,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,too,,,,,,,,,,,,,,,,,,,,,,,,
6,old,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.87,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,want,,,,,,,,,,,,,,,,,,,,,,,,
3,a,,,,,,,,,,,,,,,,,,,,,,,,
4,sheep,,,,,,,,,,,,,,,,,,,,,,,,
5,that,,,,,,,,,,,,,,,,,,,,,,,,
6,will,,,,,,,,,,,,,,,,,,,,,,,,
7,live,,,,,,,,,,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,long,,,,,,,,,,,,,,,,,,,,,,,,
10,time,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
