Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Sasha Scene,Sasha Function,Sasha Notes,#REF!,,,,,,,,,,,,,lpp_7
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.317,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Oh,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,no,,,,,,,,,,,,,,,,,,,,,,,,
5,!,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.318,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,cried,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.319,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,No,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,no,,,,,,,,,,,,,,,,,,,,,,,,
5,no,,,,,,,,,,,,,,,,,,,,,,,,
6,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.320,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,do,,,,,,,,,,,,,,,,,,,,,,,,
3,n't,,,,,,,,,,,,,,,,,,,,,,,,
4,believe,,,,,,,,,,,,,,,,,,,,,,,,
5,anything,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.321,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,answered,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,with,*,Instrument,Instrument,,Instrument,Instrument,,Instrument,Instrument,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,first,,,,,,,,,,,,,,,,,,,,,,,,
7,thing,,,,,,,,,,,,,,,,,,,,,,,,
8,that,,,,,,,,,,,,,,,,,,,,,,,,
9,came,,,,,,,,,,,,,,,,,,,,,,,,
10,into,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
11,my,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
12,head,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.322,,,,,,,,,,,,,,,,,,,,,,,,,
1,Do,,,,,,,,,,,,,,,,,,,,,,,,
2,n't,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,see,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,I,,,,,,,,,,,,,,,,,,,,,,,,
8,am,,,,,,,,,,,,,,,,,,,,,,,,
9,very,,,,,,,,,,,,,,,,,,,,,,,,
10,busy,,,,,,,,,,,,,,,,,,,,,,,,
11,with,*,Theme,Theme,,Theme,Theme,or Causer?,Theme,Theme,,,,,,,,,,,,,,,
12,matters,,,,,,,,,,,,,,,,,,,,,,,,
13,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
14,consequence,,,,,,,,,,,,,,,,,,,,,,,,
15,!,,,,,,,,,,,,,,,,,,,,,,,,
16,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.323,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,stared,,,,,,,,,,,,,,,,,,,,,,,,
3,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
4,me,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,thunderstruck,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.324,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Matters,,,,,,,,,,,,,,,,,,,,,,,,
3,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
4,consequence,,,,,,,,,,,,,,,,,,,,,,,,
5,!,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.325,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,looked,,,,,,,,,,,,,,,,,,,,,,,,
3,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
4,me,,,,,,,,,,,,,,,,,,,,,,,,
5,there,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,with,*,Ensemble,Ancillary,,Ensemble,Ancillary,,Ensemble,Ensemble,,,,,,,,,,,,,,,
8,my,*,Possessor,Possessor,,Possessor,Possessor,,Possessor,Possessor,,,,,,,,,,,,,,,
9,hammer,,,,,,,,,,,,,,,,,,,,,,,,
10,in,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
11,my,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
12,hand,,,,,,,,,,,,,,,,,,,,,,,,
13,",",,,,,,,,,,,,,,,,,,,,,,,,
14,my,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
15,fingers,,,,,,,,,,,,,,,,,,,,,,,,
16,black,,,,,,,,,,,,,,,,,,,,,,,,
17,with,*,???,???,*Q*,Theme,Instrument,like 'covered with grease'?,Manner,Manner,,,,,,,,,,,,,,,
18,engine,,,,,,,,,,,,,,,,,,,,,,,,
19,-,,,,,,,,,,,,,,,,,,,,,,,,
20,grease,,,,,,,,,,,,,,,,,,,,,,,,
21,",",,,,,,,,,,,,,,,,,,,,,,,,
22,bending,,,,,,,,,,,,,,,,,,,,,,,,
23,down,,,,,,,,,,,,,,,,,,,,,,,,
24,over,*,Direction,Direction,,Path,Path,,Direction,Locus,,,,,,,,,,,,,,,
25,an,,,,,,,,,,,,,,,,,,,,,,,,
26,object,,,,,,,,,,,,,,,,,,,,,,,,
27,which,,,,,,,,,,,,,,,,,,,,,,,,
28,seemed,,,,,,,,,,,,,,,,,,,,,,,,
29,to,*,Experiencer,Goal,,Experiencer,Goal,,Experiencer,Goal,,,,,,,,,,,,,,,
30,him,,,,,,,,,,,,,,,,,,,,,,,,
31,extremely,,,,,,,,,,,,,,,,,,,,,,,,
32,ugly,,,,,,,,,,,,,,,,,,,,,,,,
33,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.326,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,You,,,,,,,,,,,,,,,,,,,,,,,,
3,talk,,,,,,,,,,,,,,,,,,,,,,,,
4,just,,,,,,,,,,,,,,,,,,,,,,,,
5,like,*,Manner,ComparisonRef,,ComparisonRef,ComparisonRef,,Manner,ComparisonRef,,,,,,,,,,,,,,,
6,the,,,,,,,,,,,,,,,,,,,,,,,,
7,grown,,,,,,,,,,,,,,,,,,,,,,,,
8,-,,,,,,,,,,,,,,,,,,,,,,,,
9,ups,,,,,,,,,,,,,,,,,,,,,,,,
10,!,,,,,,,,,,,,,,,,,,,,,,,,
11,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.327,,,,,,,,,,,,,,,,,,,,,,,,,
1,That,,,,,,,,,,,,,,,,,,,,,,,,
2,made,,,,,,,,,,,,,,,,,,,,,,,,
3,me,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,little,,,,,,,,,,,,,,,,,,,,,,,,
6,ashamed,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.328,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,went,,,,,,,,,,,,,,,,,,,,,,,,
4,on,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,relentlessly,,,,,,,,,,,,,,,,,,,,,,,,
7,:,,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,You,,,,,,,,,,,,,,,,,,,,,,,,
10,mix,,NONSNACS,NONSNACS,MWE1,NONSNACS,NONSNACS,MWE1,NONSNACS,NONSNACS,MWE,,,,,,,,,,,,,,
11,everything,,,,,,,,,,,,,,,,,,,,,,,,
12,up,*,NONSNACS,NONSNACS,MWE1,NONSNACS,NONSNACS,MWE1,,,MWE,,,,,,,,,,,,,,
13,together,*,Goal,Ancillary,,Goal,Ancillary,?,Ensemble,Ensemble,or ancillary? i forgot which is which already,,,,,,,,,,,,,,
14,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.329,,,,,,,,,,,,,,,,,,,,,,,,,
1,You,,,,,,,,,,,,,,,,,,,,,,,,
2,confuse,,,,,,,,,,,,,,,,,,,,,,,,
3,everything,,,,,,,,,,,,,,,,,,,,,,,,
4,...,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.330,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,was,,,,,,,,,,,,,,,,,,,,,,,,
3,really,,,,,,,,,,,,,,,,,,,,,,,,
4,very,,,,,,,,,,,,,,,,,,,,,,,,
5,angry,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.331,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,tossed,,,,,,,,,,,,,,,,,,,,,,,,
3,his,*,Whole,Gestalt,,Whole,Gestalt,,Whole,Gestalt,,,,,,,,,,,,,,,
4,golden,,,,,,,,,,,,,,,,,,,,,,,,
5,curls,,,,,,,,,,,,,,,,,,,,,,,,
6,in,*,Locus,Locus,,Locus,Locus,?,Locus,Locus,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,breeze,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.332,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,know,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,planet,,,,,,,,,,,,,,,,,,,,,,,,
6,where,,,,,,,,,,,,,,,,,,,,,,,,
7,there,,,,,,,,,,,,,,,,,,,,,,,,
8,is,,,,,,,,,,,,,,,,,,,,,,,,
9,a,,,,,,,,,,,,,,,,,,,,,,,,
10,certain,,,,,,,,,,,,,,,,,,,,,,,,
11,red,,,,,,,,,,,,,,,,,,,,,,,,
12,-,,,,,,,,,,,,,,,,,,,,,,,,
13,faced,,,,,,,,,,,,,,,,,,,,,,,,
14,gentleman,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.333,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,has,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,smelled,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,flower,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.334,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,has,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,looked,,,,,,,,,,,,,,,,,,,,,,,,
5,at,*,Stimulus,Direction,,Stimulus,Direction,,Stimulus,Direction,,,,,,,,,,,,,,,
6,a,,,,,,,,,,,,,,,,,,,,,,,,
7,star,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.335,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,has,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,loved,,,,,,,,,,,,,,,,,,,,,,,,
5,any,,,,,,,,,,,,,,,,,,,,,,,,
6,one,,,,,,,,,,,,,,,,,,,,,,,,
7,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.336,,,,,,,,,,,,,,,,,,,,,,,,,
1,He,,,,,,,,,,,,,,,,,,,,,,,,
2,has,,,,,,,,,,,,,,,,,,,,,,,,
3,never,,,,,,,,,,,,,,,,,,,,,,,,
4,done,,,,,,,,,,,,,,,,,,,,,,,,
5,anything,,,,,,,,,,,,,,,,,,,,,,,,
6,in,*,Time,Time,,Time,Time,,Time,Time,,,,,,,,,,,,,,,
7,his,*,Theme,Gestalt,,Theme,Gestalt,,Theme,Gestalt,,,,,,,,,,,,,,,
8,life,,,,,,,,,,,,,,,,,,,,,,,,
9,but,,,,,,,,,,,,,,,,,,,,,,,,
10,add,,,,,,,,,,,,,,,,,,,,,,,,
11,up,,,,,,,,,,,,,,,,,,,,,,,,
12,figures,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.337,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,all,,,,,,,,,,,,,,,,,,,,,,,,
3,day,,,,,,,,,,,,,,,,,,,,,,,,
4,he,,,,,,,,,,,,,,,,,,,,,,,,
5,says,,,,,,,,,,,,,,,,,,,,,,,,
6,over,*,Frequency,Frequency,[50],Frequency,Frequency,[50],Frequency,Frequency,MWE,,,,,,,,,,,,,,
7,and,,,,,,,,_,_,MWE,,,,,,,,,,,,,,
8,over,*,Frequency,Frequency,,Frequency,Frequency,,_,_,MWE,,,,,,,,,,,,,,
9,",",,,,,,,,,,,,,,,,,,,,,,,,
10,just,,,,,,,,,,,,,,,,,,,,,,,,
11,like,*,ComparisonRef,ComparisonRef,[463b],ComparisonRef,ComparisonRef,,Manner,ComparisonRef,,,,,,,,,,,,,,,
12,you,,,,,,,,,,,,,,,,,,,,,,,,
13,:,,,,,,,,,,,,,,,,,,,,,,,,
14,',,,,,,,,,,,,,,,,,,,,,,,,
15,I,,,,,,,,,,,,,,,,,,,,,,,,
16,am,,,,,,,,,,,,,,,,,,,,,,,,
17,busy,,,,,,,,,,,,,,,,,,,,,,,,
18,with,*,Theme,Theme,,Theme,Theme,,Theme,Theme,,,,,,,,,,,,,,,
19,matters,,,,,,,,,,,,,,,,,,,,,,,,
20,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
21,consequence,,,,,,,,,,,,,,,,,,,,,,,,
22,!,,,,,,,,,,,,,,,,,,,,,,,,
23,',,,,,,,,,,,,,,,,,,,,,,,,
24,And,,,,,,,,,,,,,,,,,,,,,,,,
25,that,,,,,,,,,,,,,,,,,,,,,,,,
26,makes,,,,,,,,,,,,,,,,,,,,,,,,
27,him,,,,,,,,,,,,,,,,,,,,,,,,
28,swell,,,,,,,,,,,,,,,,,,,,,,,,
29,up,,,,,,,,,,,,,,,,,,,,,,,,
30,with,*,Manner,Manner,,Manner,Manner,,Manner,Manner,ig?,,,,,,,,,,,,,,
31,pride,,,,,,,,,,,,,,,,,,,,,,,,
32,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.338,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,man,,,,,,,,,,,,,,,,,,,,,,,,
7,-,,,,,,,,,,,,,,,,,,,,,,,,
8,-,,,,,,,,,,,,,,,,,,,,,,,,
9,he,,,,,,,,,,,,,,,,,,,,,,,,
10,is,,,,,,,,,,,,,,,,,,,,,,,,
11,a,,,,,,,,,,,,,,,,,,,,,,,,
12,mushroom,,,,,,,plot twist!,,,,,,,,,,,,,,,,,
13,!,,,,,,,,,,,,,,,,,,,,,,,,
14,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.339,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,A,,,,,,,,,,,,,,,,,,,,,,,,
3,what,,,,,,,,,,,,,,,,,,,,,,,,
4,?,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.340,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,A,,,,,,,,,,,,,,,,,,,,,,,,
3,mushroom,,,,,,,,,,,,,,,,,,,,,,,,
4,!,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.341,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,little,,,,,,,,,,,,,,,,,,,,,,,,
3,prince,,,,,,,,,,,,,,,,,,,,,,,,
4,was,,,,,,,,,,,,,,,,,,,,,,,,
5,now,,,,,,,,,,,,,,,,,,,,,,,,
6,white,,,,,,,,,,,,,,,,,,,,,,,,
7,with,*,???,???,*Q*,Explanation,Explanation,?,Manner,Manner,causer? idk man,,,,,,,,,,,,,,
8,rage,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.342,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,The,,,,,,,,,,,,,,,,,,,,,,,,
3,flowers,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,been,,,,,,,,,,,,,,,,,,,,,,,,
6,growing,,,,,,,,,,,,,,,,,,,,,,,,
7,thorns,,,,,,,,,,,,,,,,,,,,,,,,
8,for,*,Duration,Duration,,Duration,Duration,,Duration,Duration,,,,,,,,,,,,,,,
9,millions,,,,,,,,,,,,,,,,,,,,,,,,
10,of,*,QuantityItem,QuantityItem,,QuantityItem,QuantityItem,,,,is this quantityitem?,,,,,,,,,,,,,,
11,years,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.343,,,,,,,,,,,,,,,,,,,,,,,,,
1,For,*,Duration,Duration,,Duration,Duration,,Duration,Duration,,,,,,,,,,,,,,,
2,millions,,,,,,,,,,,,,,,,,,,,,,,,
3,of,*,QuantityItem,QuantityItem,,QuantityItem,QuantityItem,,,,see above,,,,,,,,,,,,,,
4,years,,,,,,,,,,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,sheep,,,,,,,,,,,,,,,,,,,,,,,,
7,have,,,,,,,,,,,,,,,,,,,,,,,,
8,been,,,,,,,,,,,,,,,,,,,,,,,,
9,eating,,,,,,,,,,,,,,,,,,,,,,,,
10,them,,,,,,,,,,,,,,,,,,,,,,,,
11,just,,,,,,,,,,,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,same,,,,,,,,,,,,,,,,,,,,,,,,
14,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.344,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,it,,,,,,,,,,,,,,,,,,,,,,,,
4,not,,,,,,,,,,,,,,,,,,,,,,,,
5,a,,,,,,,,,,,,,,,,,,,,,,,,
6,matter,,,,,,,,,,,,,,,,,,,,,,,,
7,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
8,consequence,,,,,,,,,,,,,,,,,,,,,,,,
9,to,*,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
10,try,,,,,,,,,,,,,,,,,,,,,,,,
11,to,,`i,`i,,`i,`i,,,,,,,,,,,,,,,,,,
12,understand,,,,,,,,,,,,,,,,,,,,,,,,
13,why,,,,,,,,,,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,flowers,,,,,,,,,,,,,,,,,,,,,,,,
16,go,,,,,,,MWE2,,,,,,,,,,,,,,,,,
17,to,,,,,,,MWE2,,,,,,,,,,,,,,,,,
18,so,,,,,,,,,,,,,,,,,,,,,,,,
19,much,,,,,,,,,,,,,,,,,,,,,,,,
20,trouble,,,,,,,MWE2,,,,,,,,,,,,,,,,,
21,to,*,Purpose,Purpose,,Purpose,Purpose,,`i,`i,,,,,,,,,,,,,,,
22,grow,,,,,,,,,,,,,,,,,,,,,,,,
23,thorns,,,,,,,,,,,,,,,,,,,,,,,,
24,which,,,,,,,,,,,,,,,,,,,,,,,,
25,are,,,,,,,,,,,,,,,,,,,,,,,,
26,never,,,,,,,,,,,,,,,,,,,,,,,,
27,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
28,any,,,,,,,,,,,,,,,,,,,,,,,,
29,use,,,,,,,,,,,,,,,,,,,,,,,,
30,to,,Beneficiary,Goal,,Beneficiary,Goal,,,,,,,,,,,,,,,,,,
31,them,,,,,,,,,,,,,,,,,,,,,,,,
32,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.345,,,,,,,,,,,,,,,,,,,,,,,,,
1,Is,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,warfare,,,,,,,,,,,,,,,,,,,,,,,,
4,between,*,Agent,Whole,[203],Agent,Whole,,Agent,?,,,,,,,,,,,,,,,
5,the,,,,,,,,,,,,,,,,,,,,,,,,
6,sheep,,,,,,,,,,,,,,,,,,,,,,,,
7,and,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,flowers,,,,,,,,,,,,,,,,,,,,,,,,
10,not,,,,,,,,,,,,,,,,,,,,,,,,
11,important,,,,,,,,,,,,,,,,,,,,,,,,
12,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.346,,,,,,,,,,,,,,,,,,,,,,,,,
1,Is,,,,,,,,,,,,,,,,,,,,,,,,
2,this,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,i feel like im overusing this but like. it fits right????,,,,,,,,,,,,,,
5,more,,,,,,,,,,,,,,,,,,,,,,,,
6,consequence,,,,,,,,,,,,,,,,,,,,,,,,
7,than,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,fat,,,,,,,,,,,,,,,,,,,,,,,,
10,red,,,,,,,,,,,,,,,,,,,,,,,,
11,-,,,,,,,,,,,,,,,,,,,,,,,,
12,faced,,,,,,,,,,,,,,,,,,,,,,,,
13,gentleman,,,,,,,,,,,,,,,,,,,,,,,,
14,'s,*,Agent,Gestalt,,Agent,Gestalt,aaaaaaaaa,Originator,Gestalt,,,,,,,,,,,,,,,
15,sums,,,,,,,,,,,,,,,,,,,,,,,,
16,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.347,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,if,,,,,,,,,,,,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,,,,,,,,
4,know,,,,,,,,,,,,,,,,,,,,,,,,
5,-,,,,,,,,,,,,,,,,,,,,,,,,
6,-,,,,,,,,,,,,,,,,,,,,,,,,
7,I,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,myself,,,,,,,,,,,,,,,,,,,,,,,,
10,-,,,,,,,,,,,,,,,,,,,,,,,,
11,-,,,,,,,,,,,,,,,,,,,,,,,,
12,one,,,,,,,,,,,,,,,,,,,,,,,,
13,flower,,,,,,,,,,,,,,,,,,,,,,,,
14,which,,,,,,,,,,,,,,,,,,,,,,,,
15,is,,,,,,,,,,,,,,,,,,,,,,,,
16,unique,,,,,,,,,,,,,,,,,,,,,,,,
17,in,*,Whole,Locus,,Locus,Locus,?,Locus,Locus,,,,,,,,,,,,,,,
18,the,,,,,,,,,,,,,,,,,,,,,,,,
19,world,,,,,,,,,,,,,,,,,,,,,,,,
20,",",,,,,,,,,,,,,,,,,,,,,,,,
21,which,,,,,,,,,,,,,,,,,,,,,,,,
22,grows,,,,,,,,,,,,,,,,,,,,,,,,
23,nowhere,,,,,,,,,,,,,,,,,,,,,,,,
