Doc/Sent/Tok ID,Token,Annotation Target,ADJ Scene,ADJ Function,ADJ Notes,Emma Scene,Emma Function,Emma Notes,Aryaman Scene,Aryaman Function,Aryaman Notes,,,,,,,,,,,,,,lpp_21
11,like,*,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,ComparisonRef,ComparisonRef,,,,,,,,,,,,,,,
12,a,,,,,,,,,,,,,,,,,,,,,,,,
13,hundred,,,,,,,,,,,,,,,,,,,,,,,,
14,thousand,,,,,,,,,,,,,,,,,,,,,,,,
15,other,,,,,,,,,,,,,,,,,,,,,,,,
16,foxes,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1077,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,if,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,tame,,,,,,,,,,,,,,,,,,,,,,,,
5,me,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,then,,,,,,,,,,,,,,,,,,,,,,,,
8,we,,,,,,,,,,,,,,,,,,,,,,,,
9,shall,,,,,,,,,,,,,,,,,,,,,,,,
10,need,,,,,,,,,,,,,,,,,,,,,,,,
11,each,,,,,,,,,,,,,,,,,,,,,,,,
12,other,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1078,,,,,,,,,,,,,,,,,,,,,,,,,
1,To,*,Experiencer,Goal,,Experiencer,Goal,,Experiencer,Goal,,,,,,,,,,,,,,,
2,me,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,you,,,,,,,,,,,,,,,,,,,,,,,,
5,will,,,,,,,,,,,,,,,,,,,,,,,,
6,be,,,,,,,,,,,,,,,,,,,,,,,,
7,unique,,,,,,,,,,,,,,,,,,,,,,,,
8,in,*,Whole,Locus,,Whole,Locus,,Whole,Locus,,,,,,,,,,,,,,,
9,all,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,world,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1079,,,,,,,,,,,,,,,,,,,,,,,,,
1,To,*,Experiencer,Goal,,Experiencer,Goal,,Experiencer,Goal,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,I,,,,,,,,,,,,,,,,,,,,,,,,
5,shall,,,,,,,,,,,,,,,,,,,,,,,,
6,be,,,,,,,,,,,,,,,,,,,,,,,,
7,unique,,,,,,,,,,,,,,,,,,,,,,,,
8,in,*,Whole,Locus,,Whole,Locus,,Whole,Locus,,,,,,,,,,,,,,,
9,all,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,world,,,,,,,,,,,,,,,,,,,,,,,,
12,...,,,,,,,,,,,,,,,,,,,,,,,,
13,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1080,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,am,,,,,,,,,,,,,,,,,,,,,,,,
4,beginning,,,,,,,,,,,,,,,,,,,,,,,,
5,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
6,understand,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,said,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,little,,,,,,,,,,,,,,,,,,,,,,,,
12,prince,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1081,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,There,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,a,,,,,,,,,,,,,,,,,,,,,,,,
5,flower,,,,,,,,,,,,,,,,,,,,,,,,
6,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1082,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,think,,,,,,,,,,,,,,,,,,,,,,,,
3,that,,,,,,,,,,,,,,,,,,,,,,,,
4,she,,,,,,,,,,,,,,,,,,,,,,,,
5,has,,,,,,,,,,,,,,,,,,,,,,,,
6,tamed,,,,,,,,,,,,,,,,,,,,,,,,
7,me,,,,,,,,,,,,,,,,,,,,,,,,
8,...,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1083,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,It,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,possible,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,said,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,fox,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1084,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,On,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
3,the,,,,,,,,,,,,,,,,,,,,,,,,
4,Earth,,,,,,,,,,,,,,,,,,,,,,,,
5,one,,,,,,,,,,,,,,,,,,,,,,,,
6,sees,,,,,,,,,,,,,,,,,,,,,,,,
7,all,,,,,,,,,,,,,,,,,,,,,,,,
8,sorts,,,,,,,,,,,,,,,,,,,,,,,,
9,of,,Species,Species,,Species,Species,,,,,,,,,,,,,,,,,,
10,things,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1085,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Oh,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,but,,,,,,,,,,,,,,,,,,,,,,,,
5,this,,,,,,,,,,,,,,,,,,,,,,,,
6,is,,,,,,,,,,,,,,,,,,,,,,,,
7,not,,,,,,,,,,,,,,,,,,,,,,,,
8,on,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,Earth,,,,,,,,,,,,,,,,,,,,,,,,
11,!,,,,,,,,,,,,,,,,,,,,,,,,
12,"""",,,,,,,,,,,,,,,,,,,,,,,,
13,said,,,,,,,,,,,,,,,,,,,,,,,,
14,the,,,,,,,,,,,,,,,,,,,,,,,,
15,little,,,,,,,,,,,,,,,,,,,,,,,,
16,prince,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1086,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,fox,,,,,,,,,,,,,,,,,,,,,,,,
3,seemed,,,,,,,,,,,,,,,,,,,,,,,,
4,perplexed,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,and,,,,,,,,,,,,,,,,,,,,,,,,
7,very,,,,,,,,,,,,,,,,,,,,,,,,
8,curious,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1087,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,On,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
3,another,,,,,,,,,,,,,,,,,,,,,,,,
4,planet,,,,,,,,,,,,,,,,,,,,,,,,
5,?,,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1088,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Yes,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1089,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Are,,,,,,,,,,,,,,,,,,,,,,,,
3,there,,,,,,,,,,,,,,,,,,,,,,,,
4,hunters,,,,,,,,,,,,,,,,,,,,,,,,
5,on,*,Locus,Locus,,Locus,Locus,,Locus,Locus,,,,,,,,,,,,,,,
6,this,,,,,,,,,,,,,,,,,,,,,,,,
7,planet,,,,,,,,,,,,,,,,,,,,,,,,
8,?,,,,,,,,,,,,,,,,,,,,,,,,
9,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1090,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,No,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1091,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Ah,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,is,,,,,,,,,,,,,,,,,,,,,,,,
6,interesting,,,,,,,,,,,,,,,,,,,,,,,,
7,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1092,,,,,,,,,,,,,,,,,,,,,,,,,
1,Are,,,,,,,,,,,,,,,,,,,,,,,,
2,there,,,,,,,,,,,,,,,,,,,,,,,,
3,chickens,,,,,,,,,,,,,,,,,,,,,,,,
4,?,,,,,,,,,,,,,,,,,,,,,,,,
5,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1093,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,No,,,,,,,,,,,,,,,,,,,,,,,,
3,.,,,,,,,,,,,,,,,,,,,,,,,,
4,"""",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1094,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,Nothing,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,perfect,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,"""",,,,,,,,,,,,,,,,,,,,,,,,
7,sighed,,,,,,,,,,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,fox,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1095,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,he,,,,,,,,,,,,,,,,,,,,,,,,
3,came,,,,,,,,,,,,,,,,,,,,,,,,
4,back,,,,,,,,,,,,,,,,,,,,,,,,
5,to,*,Goal,Goal,,Goal,Goal,,Goal,Goal,,,,,,,,,,,,,,,
6,his,*,Originator,Gestalt,,Originator,Gestalt,,Originator,Gestalt,,,,,,,,,,,,,,,
7,idea,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1096,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,My,*,Theme,Gestalt,,Theme,Gestalt,,Theme,Theme,,,,,,,,,,,,,,,
3,life,,,,,,,,,,,,,,,,,,,,,,,,
4,is,,,,,,,,,,,,,,,,,,,,,,,,
5,very,,,,,,,,,,,,,,,,,,,,,,,,
6,monotonous,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,"""",,,,,,,,,,,,,,,,,,,,,,,,
9,the,,,,,,,,,,,,,,,,,,,,,,,,
10,fox,,,,,,,,,,,,,,,,,,,,,,,,
11,said,,,,,,,,,,,,,,,,,,,,,,,,
12,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1097,,,,,,,,,,,,,,,,,,,,,,,,,
1,"""",,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,hunt,,,,,,,,,,,,,,,,,,,,,,,,
4,chickens,,,,,,,,,,,,,,,,,,,,,,,,
5,;,,,,,,,,,,,,,,,,,,,,,,,,
6,men,,,,,,,,,,,,,,,,,,,,,,,,
7,hunt,,,,,,,,,,,,,,,,,,,,,,,,
8,me,,,,,,,,,,,,,,,,,,,,,,,,
9,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1098,,,,,,,,,,,,,,,,,,,,,,,,,
1,All,,,,,,,,,,,,,,,,,,,,,,,,
2,the,,,,,,,,,,,,,,,,,,,,,,,,
3,chickens,,,,,,,,,,,,,,,,,,,,,,,,
4,are,,,,,,,,,,,,,,,,,,,,,,,,
5,just,,,,,,,,,,,,,,,,,,,,,,,,
6,alike,,,,,,,,,,,,,,,,,,,,,,,,
7,",",,,,,,,,,,,,,,,,,,,,,,,,
8,and,,,,,,,,,,,,,,,,,,,,,,,,
9,all,,,,,,,,,,,,,,,,,,,,,,,,
10,the,,,,,,,,,,,,,,,,,,,,,,,,
11,men,,,,,,,,,,,,,,,,,,,,,,,,
12,are,,,,,,,,,,,,,,,,,,,,,,,,
13,just,,,,,,,,,,,,,,,,,,,,,,,,
14,alike,,,,,,,,,,,,,,,,,,,,,,,,
15,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1099,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,",",,,,,,,,,,,,,,,,,,,,,,,,
3,in,*,`d,`d,,Identity,Identity,??? 'as a consequence',Circumstance,Circumstance,,,,,,,,,,,,,,,
4,consequence,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,I,,,,,,,,,,,,,,,,,,,,,,,,
7,am,,,,,,,,,,,,,,,,,,,,,,,,
8,a,,,,,,,,,,,,,,,,,,,,,,,,
9,little,,,,,,,,,,,,,,,,,,,,,,,,
10,bored,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1100,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,if,,,,,,,,,,,,,,,,,,,,,,,,
3,you,,,,,,,,,,,,,,,,,,,,,,,,
4,tame,,,,,,,,,,,,,,,,,,,,,,,,
5,me,,,,,,,,,,,,,,,,,,,,,,,,
6,",",,,,,,,,,,,,,,,,,,,,,,,,
7,it,,,,,,,,,,,,,,,,,,,,,,,,
8,will,,,,,,,,,,,,,,,,,,,,,,,,
9,be,,,,,,,,,,,,,,,,,,,,,,,,
10,as,,ComparisonRef,ComparisonRef,MWE,ComparisonRef,ComparisonRef,MWE,ComparisonRef,ComparisonRef,MWE,,,,,,,,,,,,,,
11,if,,_,_,MWE,_,_,MWE,_,_,MWE,,,,,,,,,,,,,,
12,the,,,,,,,,,,,,,,,,,,,,,,,,
13,sun,,,,,,,,,,,,,,,,,,,,,,,,
14,came,,,,,,,,,,,,,,,,,,,,,,,,
15,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
16,shine,,,,,,,,,,,,,,,,,,,,,,,,
17,on,*,Goal,Locus,,Goal,Locus,,Goal,Locus,,,,,,,,,,,,,,,
18,my,*,Theme,Gestalt,,Theme,Gestalt,,Theme,Theme,?,,,,,,,,,,,,,,
19,life,,,,,,,,,,,,,,,,,,,,,,,,
20,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1101,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,shall,,,,,,,,,,,,,,,,,,,,,,,,
3,know,,,,,,,,,,,,,,,,,,,,,,,,
4,the,,,,,,,,,,,,,,,,,,,,,,,,
5,sound,,,,,,,,,,,,,,,,,,,,,,,,
6,of,*,,,OGI 107 https://github.com/carmls/snacs-guidelines/issues/107,,,OGI 107 https://github.com/carmls/snacs-guidelines/issues/107,Topic,Topic,OGI; https://github.com/carmls/snacs-guidelines/issues/107,,,,,,,,,,,,,,
7,a,,,,,,,,,,,,,,,,,,,,,,,,
8,step,,,,,,,,,,,,,,,,,,,,,,,,
9,that,,,,,,,,,,,,,,,,,,,,,,,,
10,will,,,,,,,,,,,,,,,,,,,,,,,,
11,be,,,,,,,,,,,,,,,,,,,,,,,,
12,different,,,,,,,,,,,,,,,,,,,,,,,,
13,from,*,ComparisonRef,Source,,ComparisonRef,Source,,ComparisonRef,Source,,,,,,,,,,,,,,,
14,all,,,,,,,,,,,,,,,,,,,,,,,,
15,the,,,,,,,,,,,,,,,,,,,,,,,,
16,others,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1102,,,,,,,,,,,,,,,,,,,,,,,,,
1,Other,,,,,,,,,,,,,,,,,,,,,,,,
2,steps,,,,,,,,,,,,,,,,,,,,,,,,
3,send,,,,,,,,,,,,,,,,,,,,,,,,
4,me,,,,,,,,,,,,,,,,,,,,,,,,
5,hurrying,,,,,,,,,,,,,,,,,,,,,,,,
6,back,,,,,,,,,,,,,,,,,,,,,,,,
7,underneath,*,Goal,Locus,,Goal,Locus,,Locus,Locus,,,,,,,,,,,,,,,
8,the,,,,,,,,,,,,,,,,,,,,,,,,
9,ground,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1103,,,,,,,,,,,,,,,,,,,,,,,,,
1,Yours,,,,,,,,,,,,,,,,,,,,,,,,
2,will,,,,,,,,,,,,,,,,,,,,,,,,
3,call,,,,,,,,,,,,,,,,,,,,,,,,
4,me,,,,,,,,,,,,,,,,,,,,,,,,
5,",",,,,,,,,,,,,,,,,,,,,,,,,
6,like,*,Manner,ComparisonRef,,ComparisonRef,ComparisonRef,,Manner,ComparisonRef,,,,,,,,,,,,,,,
7,music,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,out,1:1**,Source,Source,,Source,Source,,Source,Source,,,,,,,,,,,,,,,
10,of,1:2,,,,,,,,,,,,,,,,,,,,,,,
11,my,*,Possessor,Possessor,,Possessor,Possessor,,Gestalt,Gestalt,idk,,,,,,,,,,,,,,
12,burrow,,,,,,,,,,,,,,,,,,,,,,,,
13,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1104,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,then,,,,,,,,,,,,,,,,,,,,,,,,
3,look,,,,,,,,,,,,,,,,,,,,,,,,
4,:,,,,,,,,,,,,,,,,,,,,,,,,
5,you,,,,,,,,,,,,,,,,,,,,,,,,
6,see,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,grain,,,,,,,,,,,,,,,,,,,,,,,,
9,-,,,,,,,,,,,,,,,,,,,,,,,,
10,fields,,,,,,,,,,,,,,,,,,,,,,,,
11,down,*,Locus,Direction,OGI 3 https://github.com/carmls/snacs-guidelines/issues/3,Locus,Direction,? https://github.com/carmls/snacs-guidelines/issues/3,Locus,Direction,fictive motion?,,,,,,,,,,,,,,
12,yonder,,,,,,,,,,,,,,,,,,,,,,,,
13,?,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1105,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,,,,,,,,,,,,,,,,,,,,,,
2,do,,,,,,,,,,,,,,,,,,,,,,,,
3,not,,,,,,,,,,,,,,,,,,,,,,,,
4,eat,,,,,,,,,,,,,,,,,,,,,,,,
5,bread,,,,,,,,,,,,,,,,,,,,,,,,
6,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1106,,,,,,,,,,,,,,,,,,,,,,,,,
1,Wheat,,,,,,,,,,,,,,,,,,,,,,,,
2,is,,,,,,,,,,,,,,,,,,,,,,,,
3,of,*,Characteristic,Identity,,Characteristic,Identity,,Characteristic,Identity,,,,,,,,,,,,,,,
4,no,,,,,,,,,,,,,,,,,,,,,,,,
5,use,,,,,,,,,,,,,,,,,,,,,,,,
6,to,,Beneficiary,Goal,,Beneficiary,Goal,,Experiencer,Goal,,,,,,,,,,,,,,,
7,me,,,,,,,,,,,,,,,,,,,,,,,,
8,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1107,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,wheat,,,,,,,,,,,,,,,,,,,,,,,,
3,fields,,,,,,,,,,,,,,,,,,,,,,,,
4,have,,,,,,,,,,,,,,,,,,,,,,,,
5,nothing,,,,,,,,,,,,,,,,,,,,,,,,
6,to,,`i,`i,,`i,`i,,`i,`i,,,,,,,,,,,,,,,
7,say,,,,,,,,,,,,,,,,,,,,,,,,
8,to,*,Recipient,Goal,,Recipient,Goal,,Recipient,Goal,,,,,,,,,,,,,,,
9,me,,,,,,,,,,,,,,,,,,,,,,,,
10,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1108,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,that,,,,,,,,,,,,,,,,,,,,,,,,
3,is,,,,,,,,,,,,,,,,,,,,,,,,
4,sad,,,,,,,,,,,,,,,,,,,,,,,,
5,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1109,,,,,,,,,,,,,,,,,,,,,,,,,
1,But,,,,,,,,,,,,,,,,,,,,,,,,
2,you,,,,,,,,,,,,,,,,,,,,,,,,
3,have,,,,,,,,,,,,,,,,,,,,,,,,
4,hair,,,,,,,,,,,,,,,,,,,,,,,,
5,that,,,,,,,,,,,,,,,,,,,,,,,,
6,is,,,,,,,,,,,,,,,,,,,,,,,,
7,the,,,,,,,,,,,,,,,,,,,,,,,,
8,colour,,,,,,,,,,,,,,,,,,,,,,,,
9,of,*,Gestalt,Gestalt,,Gestalt,Gestalt,ambiguity of gold makes this almost look like it could be Identity but you wouldn't say 'the color of red' etc.,Gestalt,Gestalt,,,,,,,,,,,,,,,
10,gold,,,,,,,,,,,,,,,,,,,,,,,,
11,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1110,,,,,,,,,,,,,,,,,,,,,,,,,
1,Think,,,,,,,,,,,,,,,,,,,,,,,,
2,how,,,,,,,,,,,,,,,,,,,,,,,,
3,wonderful,,,,,,,,,,,,,,,,,,,,,,,,
4,that,,,,,,,,,,,,,,,,,,,,,,,,
5,will,,,,,,,,,,,,,,,,,,,,,,,,
6,be,,,,,,,,,,,,,,,,,,,,,,,,
7,when,,,,,,,,,,,,,,,,,,,,,,,,
8,you,,,,,,,,,,,,,,,,,,,,,,,,
9,have,,,,,,,,,,,,,,,,,,,,,,,,
10,tamed,,,,,,,,,,,,,,,,,,,,,,,,
11,me,,,,,,,,,,,,,,,,,,,,,,,,
12,!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1111,,,,,,,,,,,,,,,,,,,,,,,,,
1,The,,,,,,,,,,,,,,,,,,,,,,,,
2,grain,,,,,,,,,,,,,,,,,,,,,,,,
3,",",,,,,,,,,,,,,,,,,,,,,,,,
4,which,,,,,,,,,,,,,,,,,,,,,,,,
5,is,,,,,,,,,,,,,,,,,,,,,,,,
6,also,,,,,,,,,,,,,,,,,,,,,,,,
7,golden,,,,,,,,,,,,,,,,,,,,,,,,
8,",",,,,,,,,,,,,,,,,,,,,,,,,
9,will,,,,,,,,,,,,,,,,,,,,,,,,
10,bring,,,,,,,,,,,,,,,,,,,,,,,,
11,me,,,,,,,,,,,,,,,,,,,,,,,,
12,back,,,,,,,,,,,,,,,,,,,,,,,,
13,the,,,,,,,,,,,,,,,,,,,,,,,,
14,thought,,,,,,,,,,,,,,,,,,,,,,,,
15,of,*,Topic,Topic,,Stimulus,Topic,,Topic,Topic,,,,,,,,,,,,,,,
16,you,,,,,,,,,,,,,,,,,,,,,,,,
17,.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
# sent_id = lpp_1943.1112,,,,,,,,,,,,,,,,,,,,,,,,,
1,And,,,,,,,,,,,,,,,,,,,,,,,,
2,I,,,,,,,,,,,,,,,,,,,,,,,,
3,shall,,,,,,,,,,,,,,,,,,,,,,,,
4,love,,,,,,,,,,,,,,,,,,,,,,,,
