,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
फैशन,,,,,,,,,,,,,,
की,का,Topic,Topic,,का,Topic,Topic,,,की,Topic,Topic,,
बातें,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
लगता,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
वे,,,,,,,,,,,,,,
मुझ,,,,,,,,,,को,Theme,Theme,,
जैसे,जैसे,ComparisonRef,ComparisonRef,,जैसे,Identity,ComparisonRef,,an intelligent person like me,जैसे,ComparisonRef,ComparisonRef,,"""I"" is not fully definable by the concept of being intelligent. 
In this phrase, I just happen to be intelligent, but i dont think i am categorically intelligent
"
समझदार,,,,,,,,,,,,,,
व्यक्ति,,,,,,,,,,,,,,
से,से,Agent,Ancillary,,से,Agent,Ancillary,,,से,??,Ancillary,,passes 'together_with' test
मिल,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
खुश,,,,,,,,,,,,,,
होते,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
