,Target,SS,SS2,MWE,Target_A,SS_A,SS2_A,MWE_A,Notes_A,Target_N,SS_N,SS2_N,MWE_N,Notes_N
काम,,,,,,,,,,,,,,
उलझन,,,,,,,,,,,,,,
वाला,वाला,Characteristic,Characteristic,,,,,,,वाला,??,??,,
सही,,,,,,,,,,,,,,
पर,पर,Locus,Locus,,,,,,,पर,Locus,Locus,,
होता,,,,,,,,,,,,,,
आसान,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
दिन,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
मुझे,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
राय,,,,,,,,,,,,,,
दी,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
मेहनत,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
सुंदर,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
बनाऊँ,,,,,,,,,,,,,,
ताकि,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
धरती,,,,,,,,,,,,,,
के,के,Locus,Gestalt,,का,Locus,Gestalt,,,के,Org,Gestalt,,assumes set membership..en guidelines 439
बच्चे,,,,,,,,,,,,,,
उसे,को,Topic,Theme,,को,Topic,Theme,,*Q*,को,Theme,Theme,,
अच्छी,,,,,,,,,,,,,,
तरह,,,,,,,,,,,,,,
पहचान,,,,,,,,,,,,,,
लें,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उसने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
कहा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
अगर,,,,,,,,,,,,,,
उन्होंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
कभी,,,,,,,,,,,,,,
यात्रा,,,,,,,,,,,,,,
की,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
इस,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
से,से,Source,Source,,से,Source,Source,,,से,Instrument,Instrument,,
उन्हें,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
सहायता,,,,,,,,,,,,,,
मिलेगी,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कभी-कभी,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
कुछ,,,,,,,,,,,,,,
दिनों,,,,,,,,,,,,,,
बाद,के बाद,Time,Interval,,के बाद,Time,Interval,,,के बाद,Time,Interval,,
अपना,का,Gestalt,Gestalt,,का,Gestalt,Gestalt,,,का,Gestalt,Gestalt,,
काम,,,,,,,,,,,,,,
फिर,,,,,,,,,,,,,,
शुरू,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
में,में,Topic,Topic,,में,Topic,Topic,,,में,Topic,Topic,,en guidelines 233.c
कोई,,,,,,,,,,,,,,
कठिनाई,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
होती,,,,,,,,,,,,,,
लेकिन,,,,,,,,,,,,,,
जहां,,,,,,,,,,,,,,
तक,तक,Extent,Extent,,तक,Extent,Extent,,,तक,Extent,Extent,,
बाओबाब,,,,,,,,,,,,,,
का,का,Theme,Theme,,,,,,,का,Theme,Theme,,??
संबंध,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
उन्हें,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
नष्ट,,,,,,,,,,,,,,
करने,,,,,,,,,,,,,,
का,का,Identity,Identity,,का,Identity,Identity,,,का,Identity,Identity,,
काम,,,,,,,,,,,,,,
टालने,,,,,,,,,,,,,,
में,में,Circumstance,Circumstance,,में,Topic,Topic,,,में,Circumstance,Circumstance,,en guidelines 5.b - danger is situated in the context
बस,,,,,,,,,,,,,,
खतरे,,,,,,,,,,,,,,
ही,,,,,,,,,,,,,,
खतरे,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
जानता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
जहां,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
आलसी,,,,,,,,,,,,,,
रहता,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
इसमें,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
तीन,,,,,,,,,,,,,,
झाड़ों,,,,,,,,,,,,,,
को,को,Theme,Theme,,को,Theme,Theme,,,को,Theme,Theme,,
वैसे,,,,,,,,,,,,,,
ही,ही,Focus,Focus,,,,,,,ही,Focus,Focus,,'only''
छोड़,,,,,,,,,,,,,,
दिया,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
...,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
नन्हे,,,,,,,,,,,,,,
राजकुमार,,,,,,,,,,,,,,
के,के,Originator,Gestalt,,का,Originator,Gestalt,,,के,Originator,Gestalt,,but extremely hard context for algorithm
सुझावों,,,,,,,,,,,,,,
पर,पर,Explanation,Time,,पर,Explanation,Time,,,पर,Explanation,Time,,
मैंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
उस,,,,,,,,,,,,,,
ग्रह,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
एक,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
उपदेश,,,,,,,,,,,,,,
देना,,,,,,,,,,,,,,
पसंद,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
करता,,,,,,,,,,,,,,
मगर,,,,,,,,,,,,,,
बाओबाब,,,,,,,,,,,,,,
से,से,Causer,Source,,से,Source,Source,,,से,Causer,Source,,
खतरों,,,,,,,,,,,,,,
के,के बारे में,Topic,Topic,1:1,के बारे में,Topic,Topic,1:1,,के बारे में,Topic,Topic,1:1,
बारे,के बारे में,,,1:2,के बारे में,,,1:2,,के बारे में,,,1:2,
में,के बारे में,,,1:3,के बारे में,,,1:3,,के बारे में,,,1:3,
लोगों,,,,,,,,,,,,,,
को,को,Experiencer,Recipient,,को,Experiencer,Recipient,,,को,Experiencer,Recipient,,
इतना,,,,,,,,,,,,,,
कम,,,,,,,,,,,,,,
मालूम,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
किसी,,,,,,,,,,,,,,
जगह,,,,,,,,,,,,,,
जहां,,,,,,,,,,,,,,
ऐसे,,,,,,,,,,,,,,
पेड़,,,,,,,,,,,,,,
हों,,,,,,,,,,,,,,
भटक,,,,,,,,,,,,,,
जाने,,,,,,,,,,,,,,
वाले,वाले,NONSNACS,NONSNACS,,,,,,,वाले,NONSNACS,NONSNACS,,
के,के लिए,Beneficiary,Beneficiary,1:1,के लिए,Beneficiary,Beneficiary,1:1,danger is not something experienced internally,के लिए,Beneficiary,Beneficiary,1:1,maleficiary
लिए,के लिए,,,1:2,के लिए,,,1:2,,के लिए,,,1:2,
खतरे,,,,,,,,,,,,,,
इतने,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
एक,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
संकोच,,,,,,,,,,,,,,
का,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
परित्याग,,,,,,,,,,,,,,
कर,,,,,,,,,,,,,,
कह,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
बच्चों,,,,,,,,,,,,,,
!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
बाओबाब,,,,,,,,,,,,,,
से,से,Theme,Source,,से,Theme,Source,,,से,Theme,Ancillary,,
बचना।,,,,,,,,,,,,,,
"""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
इतनी,,,,,,,,,,,,,,
मेहनत,,,,,,,,,,,,,,
करके,,,,,,,,,,,,,,
यह,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
क्योंकि,,,,,,,,,,,,,,
मेरी,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
मेरे,के,SocialRel,Gestalt,,का,SocialRel,Gestalt,,,के,SocialRel,Gestalt,,
दोस्त,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
दिनों,,,,,,,,,,,,,,
से,से,StartTime,Interval,,से,Duration,StartTime,,*Q*,से,Duration,Time,,"but there's no start time. 
Omkar Koul: wah der se gaya as indicating Time
Marking function as time given the ambiguity of the governed is similar"
एक,,,,,,,,,,,,,,
खतरा,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
बिना,बिना,Manner,Manner,,बिना,Manner,Manner,,,बिना,Manner,Manner,,
उसे,,,,,,,,,,,,,,
जाने,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
टालते,,,,,,,,,,,,,,
रहे,,,,,,,,,,,,,,
हैं,,,,,,,,,,,,,,
और,,,,,,,,,,,,,,
मैं,,,,,,,,,,,,,,
उन्हें,को,Recipient,Recipient,,को,Recipient,Recipient,,,को,Recipient,Recipient,,
चेतावनी,,,,,,,,,,,,,,
देना,,,,,,,,,,,,,,
चाहता,,,,,,,,,,,,,,
हूं,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
यह,,,,,,,,,,,,,,
मेहनत,,,,,,,,,,,,,,
बेकार,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
की,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
सोच,,,,,,,,,,,,,,
सकता,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
इस,,,,,,,,,,,,,,
पूरी,,,,,,,,,,,,,,
पुस्तक,,,,,,,,,,,,,,
में,में,Locus,Locus,,में,Locus,Locus,,,में,Locus,Locus,,
और,,,,,,,,,,,,,,
कोई,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
बाओबाब,,,,,,,,,,,,,,
की,की तरह,ComparisonRef,ComparisonRef,1:1,की तरह,ComparisonRef,ComparisonRef,1:1,,की तरह,ComparisonRef,ComparisonRef,1:1,
तरह,की तरह,,,1:2,की तरह,,,1:2,,की तरह,,,1:2,
भड़कीला,,,,,,,,,,,,,,
क्यों,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
उत्तर,,,,,,,,,,,,,,
बहुत,,,,,,,,,,,,,,
साधारण,,,,,,,,,,,,,,
है,,,,,,,,,,,,,,
",",,,,,,,,,,,,,,
मैंने,ने,Agent,Agent,,ने,Agent,Agent,,,ने,Agent,Agent,,
हर,,,,,,,,,,,,,,
बार,,,,,,,,,,,,,,
कोशिश,,,,,,,,,,,,,,
की,,,,,,,,,,,,,,
मगर,,,,,,,,,,,,,,
सफलता,,,,,,,,,,,,,,
नहीं,,,,,,,,,,,,,,
मिली,,,,,,,,,,,,,,
पर,पर,NONSNACS,NONSNACS,,,,,,,पर,NONSNACS,NONSNACS,,
जब,,,,,,,,,,,,,,
मैेंने,ने,Originator,Agent,,ने,Originator,Agent,,,ने,Originator,Agent,,
बाओबाब,,,,,,,,,,,,,,
का,का,Topic,Topic,,का,Topic,Topic,,,का,Topic,Topic,,
चित्र,,,,,,,,,,,,,,
बनाया,,,,,,,,,,,,,,
तो,तो,`d,,,,,,,,तो,`d,,,
बराबर,,,,,,,,,,,,,,
सोच,,,,,,,,,,,,,,
रहा,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
कि,,,,,,,,,,,,,,
उसका,का,Theme,Theme,,का,Theme,Theme,,,का,Theme,Theme,,
बनना,,,,,,,,,,,,,,
कितना,,,,,,,,,,,,,,
जरूरी,,,,,,,,,,,,,,
था,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
शायद,,,,,,,,,,,,,,
इसीलिए,के लिए,Explanation,Explanation,,के लिए,Explanation,Explanation,,,के लिए,Explanation,Explanation,,
यह,,,,,,,,,,,,,,
चित्र,,,,,,,,,,,,,,
अच्छा,,,,,,,,,,,,,,
बन,,,,,,,,,,,,,,
पड़ा,,,,,,,,,,,,,,
।,,,,,,,,,,,,,,
