"","Target","SS","SS2","MWE","Notes"
"से","से","ComparisonRef","ComparisonRef","",""
"अधिक","","","","",""
"कठिन","","","","",""
"होता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"तू","","","","",""
"अपने","के साथ","Beneficiary","Ancillary","1:1","*Q* administer justice in regards to yourself?"
"साथ","के साथ","","","1:2",""
"न्याय","","","","",""
"कर","","","","",""
"सका","","","","",""
"तो","","","","",""
"तू","","","","",""
"सही","","","","",""
"अर्थों","","","","",""
"में","में","Manner","Manner","","*Q* could be idiomatic"
"एक","","","","",""
"बुद्धिमान","","","","",""
"और","","","","",""
"पहुंचा","","","","",""
"हुआ","","","","",""
"व्यक्ति","","","","",""
"कहलाएगा","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"अगर","","","","",""
"मुझे","को","Agent","Agent","",""
"अपने","के साथ","Beneficiary","Ancillary","1:1",""
"ही","","","","",""
"साथ","के साथ","","","1:2",""
"न्याय","","","","",""
"करना","","","","",""
"है","","","","",""
"तो","","","","",""
"मैं","","","","",""
"कहीं","","","","",""
"भी","","","","",""
"रह","","","","",""
"सकता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Agent","",""
"यहां","","","","",""
"रहने","","","","",""
"की","का","`i","`i","",""
"क्या","","","","",""
"जरूरत","","","","",""
"है","","","","",""
"?","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"हूं","","","","",""
"!","","","","",""
"","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"विश्वास","","","","",""
"है","","","","",""
"कि","","","","",""
"इस","","","","",""
"ग्रह","","","","",""
"पर","पर","Locus","Locus","",""
"कहीं","","","","",""
"एक","","","","",""
"चूहा","","","","",""
"भी","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"रात","","","","",""
"को","को","Time","Time","",""
"मैं","","","","",""
"उसकी","का","Originator","Gestalt","",""
"आवाज","","","","",""
"सुनता","","","","",""
"हूं","","","","",""
"।","","","","",""
"","","","","",""
"तू","","","","",""
"इस","","","","",""
"बूढ़े","","","","",""
"चूहे","","","","",""
"को","को","Recipient","Recipient","",""
"न्याय","","","","",""
"देना","","","","",""
"।","","","","",""
"","","","","",""
"कभी-कभी","","","","",""
"उसे","को","Recipient","Recipient","",""
"मृत्यु","","","","",""
"दंड","","","","",""
"दे","","","","",""
"दिया","","","","",""
"करना","","","","",""
"।","","","","",""
"","","","","",""
"इस","","","","",""
"प्रकार","","","","",""
"उसका","का","Theme","Theme","",""
"जीवन","","","","",""
"तेरे","का","Originator","Gestalt","",""
"न्याय","","","","",""
"पर","पर","Circumstance","Circumstance","","en guidelines 18"
"आश्रित","","","","",""
"हो","","","","",""
"जाएगा","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"उसे","को","Recipient","Recipient","",""
"माफ","","","","",""
"भी","","","","",""
"करते","","","","",""
"रहना","","","","",""
"पड़ेगा","","","","",""
"क्योंकि","","","","",""
"एक","","","","",""
"वही","","","","",""
"तो","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"वह","","","","",""
"भी","","","","",""
"मर","","","","",""
"गया","","","","",""
"तो","","","","",""
"क्या","","","","",""
"होगा","","","","",""
"!","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"...","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"मृत्यु","","","","",""
"दंड","","","","",""
"देना","","","","",""
"पसंद","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"और","","","","",""
"फिर","","","","",""
"...","","","","",""
"मैं","","","","",""
"...","","","","",""
"मैं","","","","",""
"तो","","","","",""
"जा","","","","",""
"रहा","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"नहीं","","","","",""
"...","","","","",""
"नहीं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"लेकिन","","","","",""
"राजकुमार","","","","",""
"ने","ने","Agent","Agent","",""
",","","","","",""
"जो","","","","",""
"जाने","","","","",""
"के","के लिए","`i","`i","1:1",""
"लिए","के लिए","","","1:2",""
"तत्पर","","","","",""
"था","","","","",""
",","","","","",""
"राजा","","","","",""
"को","को","Experiencer","Theme","",""
"और","","","","",""
"दुखी","","","","",""
"करना","","","","",""
"नहीं","","","","",""
"चाहा","","","","",""
"।","","","","",""
"","","","","",""
"उसने","ने","Originator","Agent","",""
"कहा","","","","",""
",","","","","",""
"","","","","",""
"""","","","","",""
"अगर","","","","",""
"महामहिम","","","","",""
"को","को","Experiencer","Agent","",""
"तुरंत","","","","",""
"अपनी","का","Originator","Gestalt","",""
"आज्ञा","","","","",""
"के","का","Theme","Theme","",""
"पालन","","","","",""
"का","का","Stimulus","Topic","",""
"सुख","","","","",""
"लेना","","","","",""
"हो","","","","",""
"तो","","","","",""
"मुझे","को","Recipient","Recipient","",""
"एक","","","","",""
"तर्क","","","","",""
"संगत","","","","",""
"आज्ञा","","","","",""
"दें","","","","",""
"।","","","","",""
"","","","","",""
"जैसे","जैसे","PartPortion","PartPortion","","*Q* Such as"
"आप","","","","",""
"मुझे","को","Recipient","Recipient","",""
"आज्ञा","","","","",""
"दे","","","","",""
"सकते","","","","",""
"हैं","","","","",""
"कि","","","","",""
"मैं","","","","",""
"एक","","","","",""
"मिनट","","","","",""
"के","के अंदर","Duration","Duration","1:1",""
"अंदर","के अंदर","","","1:2",""
"यहां","","","","",""
"से","से","Source","Source","",""
"चला","","","","",""
"जाऊं","","","","",""
"और","","","","",""
"मुझे","को","Experiencer","Recipient","",""
"लगता","","","","",""
"है","","","","",""
"कि","","","","",""
"इस","","","","",""
"आज्ञा","","","","",""
"के","के लिए","Purpose","Purpose","2:1",""
"लिए","के लिए","","","2:2",""
"परिस्थितियां","","","","",""
"अनुकूल","","","","",""
"हैं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजा","","","","",""
"ने","ने","Originator","Agent","",""
"जवाब","","","","",""
"नहीं","","","","",""
"दिया","","","","",""
"था","","","","",""
"इसलिए","के लिए","Explanation","Explanation","",""
"थोड़ा","","","","",""
"संकोच","","","","",""
"हुआ","","","","",""
"फिर","","","","",""
"एक","","","","",""
"लंबी","","","","",""
"सांस","","","","",""
"लेकर","","","","",""
"वह","","","","",""
"रवाना","","","","",""
"हो","","","","",""
"गया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"मैं","","","","",""
"तुझे","को","Theme","Theme","",""
"अपना","","","","",""
"राजदूत","","","","",""
"बनाता","","","","",""
"हूं","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"जल्दी","","","","",""
"से","से","Manner","Manner","",""
"चिल्लाया","","","","",""
"राजा","","","","",""
"।","","","","",""
"","","","","",""
"उसके","का","Whole","Whole","",""
"चेहरे","","","","",""
"पर","पर","Locus","Locus","",""
"अधिकारपूर्ण","","","","",""
"भंगिमा","","","","",""
"का","का","Characteristic","Identity","","*Q* ??"
"तनाव","","","","",""
"दिखाई","","","","",""
"पड़","","","","",""
"रहा","","","","",""
"था","","","","",""
"।","","","","",""
"","","","","",""
"चलते-चलते","","","","",""
"नन्हे","","","","",""
"राजकुमार","","","","",""
"ने","ने","Experiencer","Agent","",""
"सोचा","","","","",""
",","","","","",""
"ये","","","","",""
"बड़े-बूढ़े","","","","",""
"लोग","","","","",""
"अजीब","","","","",""
"होते","","","","",""
"हैं","","","","",""
"।","","","","",""
