"","Target","SS","SS2","MWE","Notes"
"सब","","","","",""
"नगण्य","","","","",""
"हो","","","","",""
"किसी","","","","",""
"ने","ने","Agent","Agent","",""
"तुम्हें","को","Theme","Theme","",""
"अपनाया","","","","",""
"नहीं","","","","",""
"।","","","","",""
"","","","","",""
"न","","","","",""
"ही","","","","",""
"तुमने","ने","Agent","Agent","",""
"किसी","","","","",""
"को","को","Theme","Theme","",""
"अपनाया","","","","",""
"।","","","","",""
"","","","","",""
"तुम","","","","",""
"वैसे","","","","",""
"ही","","","","",""
"हो","","","","",""
"जैसी","जैसा","ComparisonRef","ComparisonRef","",""
"मेरी","","","","",""
"लोमड़ी","","","","",""
"थी","","","","",""
"बिल्कुल","","","","",""
"हजारों","","","","",""
"और","","","","",""
"लोमड़ियों","","","","",""
"की","की तरह","ComparisonRef","ComparisonRef","1:1",""
"तरह","की तरह","","","1:2",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"मैंने","ने","Agent","Agent","",""
"उसे","को","Theme","Theme","",""
"अपना","","","","",""
"दोस्त","","","","",""
"बना","","","","",""
"लिया","","","","",""
"और","","","","",""
"अब","","","","",""
"मेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"वह","","","","",""
"अद्वितीय","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"गुलाब","","","","",""
"के","का","Identity","Identity","",""
"फूलों","","","","",""
"की","का","Whole","Whole","",""
"गर्दन","","","","",""
"शर्म","","","","",""
"से","से","Causer","Source","",""
"झुक","","","","",""
"गई","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"तुम","","","","",""
"सुंदर","","","","",""
"हो","","","","",""
"पर","","","","",""
"खोखले","","","","",""
",","","","","",""
"""","","","","",""
"उसने","ने","Originator","Agent","",""
"फिर","","","","",""
"कहा","","","","",""
",","","","","",""
"""","","","","",""
"कोई","","","","",""
"तुम","","","","",""
"पर","पर","Beneficiary","Locus","","*Q*"
"जान","","","","",""
"नहीं","","","","",""
"देता","","","","",""
"।","","","","",""
"","","","","",""
"वैसे","","","","",""
"देख","","","","",""
"कर","","","","",""
"कोई","","","","",""
"मेरे","का","Possessor","Possessor","",""
"फूल","","","","",""
"को","को","Topic","Theme","",""
"तुम","","","","",""
"जैसा","जैसा","ComparisonRef","ComparisonRef","",""
"ही","","","","",""
"कह","","","","",""
"देगा","","","","",""
"।","","","","",""
"","","","","",""
"लेकिन","","","","",""
"अकेला","","","","",""
"वही","","","","",""
"मेरे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"महत्व","","","","",""
"रखता","","","","",""
"है","","","","",""
"क्योंकि","","","","",""
"बस","","","","",""
"उसी","","","","",""
"को","को","Recipient","Theme","","*Q*"
"मैंने","ने","Agent","Agent","",""
"सींचा","","","","",""
"है","","","","",""
",","","","","",""
"केवल","","","","",""
"उसी","","","","",""
"को","को","Theme","Theme","",""
"मैंने","ने","Agent","Agent","",""
"हवा","","","","",""
"के","का","Identity","Identity","","*Q*"
"झोंकों","","","","",""
"से","से","Theme","Source","",""
"बचाया","","","","",""
"है","","","","",""
",","","","","",""
"केवल","","","","",""
"उसी","","","","",""
"पर","पर","Locus","Locus","",""
"लगे","","","","",""
"कीड़ों","","","","",""
"को","को","Theme","Theme","",""
"मैंने","ने","Agent","Agent","",""
"मारा","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"एक-दो","","","","",""
"छोड़कर","","","","",""
"ताकि","","","","",""
"उनमें","में","Locus","Locus","",""
"से","से","Source","Source","",""
"तितलियां","","","","",""
"निकल","","","","",""
"सकें","","","","",""
"।","","","","",""
"","","","","",""
"केवल","","","","",""
"उसी","","","","",""
"की","का","Originator","Gestalt","",""
"शिकायत","","","","",""
",","","","","",""
"दम्भ","","","","",""
"और","","","","",""
"चुप्पी","","","","",""
"के","का","Topic","Topic","",""
"स्वर","","","","",""
"मैंने","ने","Experiencer","Agent","",""
"सुने","","","","",""
"हैं","","","","",""
"।","","","","",""
"","","","","",""
"केवल","","","","",""
"वही","","","","",""
"मेरा","का","Possessor","Possessor","",""
"है","","","","",""
".","","","","",""
"","","","","",""
".","","","","",""
"""","","","","",""
"यह","","","","",""
"कह","","","","",""
"कर","","","","",""
"वह","","","","",""
"लोमड़ी","","","","",""
"के","के पास","Goal","Locus","1:1",""
"पास","के पास","","","1:2",""
"लौट","","","","",""
"गया","","","","",""
",","","","","",""
"""","","","","",""
"अलविदा","","","","",""
",","","","","",""
"""","","","","",""
"उसने","ने","Originator","Agent","",""
"कहा","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"अलविदा","","","","",""
",","","","","",""
"""","","","","",""
"लोमड़ी","","","","",""
"बोली","","","","",""
",","","","","",""
"""","","","","",""
"यह","","","","",""
"रहा","","","","",""
",","","","","",""
"मेरा","का","Gestalt","Gestalt","","*Q* ??? my mystery/secret"
"सीध","","","","",""
"सा","","","","",""
"रहस्य","","","","",""
"-","","","","",""
"आदमी","","","","",""
"आंख","","","","",""
"से","से","Instrument","Instrument","",""
"नहीं","","","","",""
",","","","","",""
"दिल","","","","",""
"से","से","Instrument","Instrument","",""
"देखता","","","","",""
"है","","","","",""
"।","","","","",""
"","","","","",""
"खास","","","","",""
"बात","","","","",""
"आंखों","","","","",""
"से","से","Instrument","Instrument","",""
"दिखाई","","","","",""
"नहीं","","","","",""
"देती","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"खास","","","","",""
"बात","","","","",""
"आंखों","","","","",""
"से","से","Instrument","Instrument","",""
"नहीं","","","","",""
"दिखाई","","","","",""
"देती","","","","",""
"।","","","","",""
"""","","","","",""
"याद","","","","",""
"करने","","","","",""
"के","के लिए","Purpose","Purpose","1:1",""
"लिए","के लिए","","","1:2",""
"उसने","ने","Originator","Agent","",""
"दोहराया","","","","",""
"।","","","","",""
"","","","","",""
"""","","","","",""
"तुम्हारा","का","Possessor","Possessor","",""
"गुलाब","","","","",""
"आज","","","","",""
"तुम्हारे","के लिए","Experiencer","Beneficiary","1:1",""
"लिए","के लिए","","","1:2",""
"इतना","","","","",""
"महत्वपूर्ण","","","","",""
"इसीलिए","के लिए","Explanation","Explanation","",""
"है","","","","",""
"कि","","","","",""
"तूने","ने","Agent","Agent","",""
"उस","","","","",""
"पर","पर","Theme","Theme","",""
"इतना","","","","",""
"समय","","","","",""
"लगाया","","","","",""
"है","","","","",""
"।","","","","",""
"""","","","","",""
"","","","","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"इस","","","","",""
"बात","","","","",""
"को","को","Topic","Theme","",""
"भी","","","","",""
"दोहराया","","","","",""
",","","","","",""
"""","","","","",""
"आदमी","","","","",""
"इस","","","","",""
"सत्य","","","","",""
"को","को","Topic","Theme","",""
"भी","","","","",""
"भूल","","","","",""
"गया","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"","","","","",""
"लोमड़ी","","","","",""
"बोली","","","","",""
",","","","","",""
"""","","","","",""
"लेकिन","","","","",""
"तू","","","","",""
"इसे","को","Topic","Theme","",""
"मत","","","","",""
"भूलना","","","","",""
"-","","","","",""
"जिसे","को","Theme","Theme","",""
"तू","","","","",""
"अपनाता","","","","",""
"है","","","","",""
"उसके","के प्रति","Beneficiary","Direction","1:1",""
"प्रति","के प्रति","","","1:2",""
"तेरा","का","Gestalt","Gestalt","",""
"दायित्व","","","","",""
"हो","","","","",""
"जाता","","","","",""
"है","","","","",""
",","","","","",""
"हमेशा","","","","",""
"के","के लिए","Duration","Duration","2:1",""
"लिए","के लिए","","","2:2",""
",","","","","",""
"अपने","का","Possessor","Possessor","",""
"गुलाब","","","","",""
"के","के लिए","Beneficiary","Direction","1:1",""
"प्रति","के लिए","","","1:2",""
"तू","","","","",""
"उत्तरदायी","","","","",""
"है","","","","",""
"...","","","","",""
"""","","","","",""
"","","","","",""
"""","","","","",""
"मेरे","का","Possessor","Possessor","",""
"गुलाब","","","","",""
"के","के प्रति","Beneficiary","Direction","1:1",""
"प्रति","के प्रति","","","1:2",""
"मेरा","का","Gestalt","Gestalt","",""
"कुछ","","","","",""
"दायित्व","","","","",""
"है","","","","",""
",","","","","",""
"""","","","","",""
"राजकुमार","","","","",""
"ने","ने","Originator","Agent","",""
"दोहराया","","","","",""
"।","","","","",""
"","","","","",""
