,Target,SS,SS2,MWE,Notes
लिए,के लिए,,,1:2,
काट,,,,,
सकते,,,,,
हैं,,,,,
...,,,,,
।,,,,,
"""",,,,,
,,,,,
"""",,,,,
मैं,,,,,
तेरे,के पास,Goal,Locus,1:1,
पास,के पास,,,1:2,
नहीं,,,,,
जाऊँगा,,,,,
।,,,,,
"""",,,,,
,,,,,
वह,,,,,
अचानक,,,,,
थोड़ा,,,,,
आश्वस्त,,,,,
लगा,,,,,
।,,,,,
,,,,,
वह,,,,,
बोला,,,,,
",",,,,,
"""",,,,,
लेकिन,,,,,
दूसरी,,,,,
बार,,,,,
काटने,,,,,
पर,पर,Explanation,Time,,
उसका,का,Causer,Gestalt,,
असर,,,,,
जहरीला,,,,,
नहीं,,,,,
होता,,,,,
...,,,,,
।,,,,,
,,,,,
"""",,,,,
मैंने,ने,Experiencer,Agent,,
उस,,,,,
रात,,,,,
उसे,को,Stimulus,Theme,,
रवाना,,,,,
होते,,,,,
नहीं,,,,,
देखा,,,,,
।,,,,,
,,,,,
चुपचाप,,,,,
वह,,,,,
कहीं,,,,,
चला,,,,,
गया,,,,,
था,,,,,
।,,,,,
,,,,,
जब,,,,,
मैं,,,,,
उसे,को,Theme,Theme,,
ढूंढकर,,,,,
उस,,,,,
तक,तक,Goal,Goal,,
पहुंचा,,,,,
वह,,,,,
निर्णय,,,,,
ले,,,,,
चुका,,,,,
था,,,,,
और,,,,,
तेज,,,,,
कदमों,,,,,
से,से,Manner,Manner,,
आगे,,,,,
बढ़ा,,,,,
जा,,,,,
रहा,,,,,
था,,,,,
।,,,,,
,,,,,
उसने,ने,Originator,Agent,,
इतना,,,,,
ही,,,,,
कहा,,,,,
",",,,,,
"""",,,,,
अच्छा,,,,,
तू,,,,,
...,,,,,
?,,,,,
"""",,,,,
,,,,,
उसने,ने,Agent,Agent,,
मेरा,का,Whole,Whole,,
हाथ,,,,,
पकड़,,,,,
लिया,,,,,
।,,,,,
,,,,,
अंदर,,,,,
से,से,Locus,Source,,*Q*
उद्विग्न,,,,,
था,,,,,
वह,,,,,
",",,,,,
"""",,,,,
तूने,ने,Agent,Agent,,
ठीक,,,,,
नहीं,,,,,
किया,,,,,
",",,,,,
"""",,,,,
राजकुमार,,,,,
बोला,,,,,
",",,,,,
"""",,,,,
तुझे,को,Experiencer,Recipient,,
दुख,,,,,
होगा,,,,,
।,,,,,
,,,,,
लगेगा,,,,,
कि,,,,,
मैं,,,,,
मर,,,,,
रहा,,,,,
हूं,,,,,
पर,,,,,
वास्तविकता,,,,,
कुछ,,,,,
और,,,,,
होगी,,,,,
...,,,,,
"""",,,,,
,,,,,
मैं,,,,,
चुप,,,,,
था,,,,,
।,,,,,
,,,,,
"""",,,,,
समझ,,,,,
रहे,,,,,
हो,,,,,
न,,,,,
!,,,,,
,,,,,
कितनी,,,,,
दूर,,,,,
जाना,,,,,
है,,,,,
।,,,,,
,,,,,
मैं,,,,,
इस,,,,,
भारी,,,,,
शरीर,,,,,
को,को,Possession,Theme,,*Q* metaphorical
वहां,,,,,
तक,तक,Goal,Goal,,
नहीं,,,,,
ले,,,,,
जा,,,,,
सकता,,,,,
।,,,,,
"""",,,,,
,,,,,
मैं,,,,,
कुछ,,,,,
बोल,,,,,
नहीं,,,,,
पा,,,,,
रहा,,,,,
था,,,,,
।,,,,,
,,,,,
वह,,,,,
थोड़ा,,,,,
हतोत्साहित,,,,,
लगा,,,,,
",",,,,,
पर,,,,,
फिर,,,,,
हिम्मत,,,,,
करके,,,,,
उसने,ने,Originator,Agent,,
कहा,,,,,
",",,,,,
"""",,,,,
कितना,,,,,
अच्छा,,,,,
लगेगा,,,,,
।,,,,,
,,,,,
मैं,,,,,
भी,,,,,
सितारों,,,,,
को,को,Stimulus,Theme,,
निहारूंगा,,,,,
।,,,,,
,,,,,
सारे,,,,,
तारे,,,,,
घिरनी,,,,,
वाले,वाला,Ensemble,Characteristic,,*Q*
कुओं,,,,,
जैसे,जैसा,ComparisonRef,ComparisonRef,,
लगेंगे,,,,,
।,,,,,
,,,,,
सब,,,,,
मेरी,का,,,,*Q*
अंजुली,,,,,
में,में,,,,*Q*
पानी,,,,,
भरते,,,,,
से,,,,,
लगेंगे,,,,,
...,,,,,
।,,,,,
"""",,,,,
,,,,,
मैं,,,,,
चुप,,,,,
ही,,,,,
था,,,,,
।,,,,,
"""",,,,,
,,,,,
कितना,,,,,
मजा,,,,,
आएगा,,,,,
।,,,,,
,,,,,
तेरे,के पास,Possessor,Possessor,1:1,
पास,के पास,,,1:2,
होंगी,,,,,
करोड़ों,,,,,
घंटियां,,,,,
और,,,,,
मेरे,के पास,Possessor,Possessor,2:1,
पास,के पास,,,2:2,
करोड़ों,,,,,
सोते,,,,,
...,,,,,
।,,,,,
,,,,,
"""",,,,,
आगे,,,,,
वह,,,,,
कुछ,,,,,
बोल,,,,,
न,,,,,
सका,,,,,
।,,,,,
,,,,,
उसकी,का,Whole,Whole,,
आंखों,,,,,
से,से,Source,Source,,
भी,,,,,
आंसू,,,,,
झरने,,,,,
लगे,,,,,
थे,,,,,
...,,,,,
।,,,,,
,,,,,
कहने,,,,,
लगा,,,,,
",",,,,,
"""",,,,,
मुझे,को,Theme,Recipient,,*Q*
अकेले,,,,,
जाने,,,,,
दो,,,,,
वहां,,,,,
।,,,,,
"""",,,,,
,,,,,
वह,,,,,
बैठ,,,,,
गया,,,,,
क्योंकि,,,,,
वह,,,,,
डरा,,,,,
हुआ,,,,,
लग,,,,,
रहा,,,,,
था,,,,,
।,,,,,
,,,,,
पर,,,,,
फिर,,,,,
बोला,,,,,
",",,,,,
"""",,,,,
जानते,,,,,
हो,,,,,
...,,,,,
,,,,,
मेरा,का,Possessor,Possessor,,
फूल,,,,,
...,,,,,
,,,,,
मेरा,का,Gestalt,Gestalt,,
कुछ,,,,,
दायित्व,,,,,
है,,,,,
उसके,के प्रति,Beneficiary,Direction,1:1,
प्रति,के प्रति,,,1:2,
।,,,,,
,,,,,
इतना,,,,,
दुर्बल,,,,,
है,,,,,
वह,,,,,
",",,,,,
इतना,,,,,
मासूम,,,,,
।,,,,,
,,,,,
उसके,के पास,Whole,Possessor,1:1,
पास,के पास,,,1:2,
बेकार,,,,,
के,का,Characteristic,Identity,,
चार,,,,,
कांटे,,,,,
हैं,,,,,
सारी,,,,,
दुनिया,,,,,
से,से,Agent,Ancillary,,
जूझने,,,,,
के,के लिए,Purpose,Purpose,2:1,
लिए,के लिए,,,2:2,
...,,,,,
।,,,,,
"""",,,,,
,,,,,
मुझसे,से,Agent,Agent,,
खड़ा,,,,,
नहीं,,,,,
रहा,,,,,
गया,,,,,
।,,,,,
,,,,,
मैं,,,,,
बैठ,,,,,
गया,,,,,
।,,,,,
,,,,,
वह,,,,,
बोला,,,,,
",",,,,,
"""",,,,,
लो,,,,,
!,,,,,
,,,,,
बस,,,,,
...,,,,,
!,,,,,
"""",,,,,
,,,,,
थोड़ा,,,,,
रुक,,,,,
वह,,,,,
",",,,,,
फिर,,,,,
उठा,,,,,
",",,,,,
एक,,,,,
कदम,,,,,
आगे,,,,,
बढ़ा,,,,,
।,,,,,
,,,,,
मैं,,,,,
मूर्तिवत,,,,,
बैठा,,,,,
हुआ,,,,,
था,,,,,
।,,,,,
,,,,,
बस,,,,,
एक,,,,,
पीली,,,,,
सी,,,,,
रोशनी,,,,,
हुई,,,,,
उसकी,का,Whole,Whole,,
एड़ी,,,,,
के,के पास,Locus,Locus,1:1,
पास,के पास,,,1:2,
।,,,,,
,,,,,
क्षण,,,,,
भर,,,,,
को,को,Duration,Time,,
वह,,,,,
निस्पन्द,,,,,
और,,,,,
स्तब्ध,,,,,
रहा,,,,,
फिर,,,,,
वह,,,,,
एक,,,,,
कटे,,,,,
पेड़,,,,,
की,की तरह,Manner,ComparisonRef,1:1,
तरह,की तरह,,,1:2,
गिर,,,,,
पड़ा,,,,,
।,,,,,
,,,,,
रेत,,,,,
की,की वजह से,Explanation,Explanation,1:1,
वजह,की वजह से,,,1:2,
से,की वजह से,,,1:3,
आवाज,,,,,
भी,,,,,
नहीं,,,,,
हुई,,,,,
।,,,,,
,,,,,
